order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
9325,2025-09-01T10:49:34,2025-09-01,298,9,pos,credit_card,,0.00,AUD
9326,2025-09-01T03:05:48,2025-09-01,209,45,web,credit_card,,0.00,AUD
9327,2025-09-01T15:13:34,2025-09-01,136,40,pos,credit_card,,15.48,AUD
9328,2025-09-01T10:59:50,2025-09-01,259,41,web,paypal,,15.59,AUD
9329,2025-09-01T08:46:11,2025-09-01,754,41,pos,credit_card,,0.00,AUD
9330,2025-09-01T06:59:13,2025-09-01,283,25,web,paypal,SAVE-8PHZ,14.30,AUD
9331,2025-09-01T14:28:16,2025-09-01,40,5,web,credit_card,,19.83,AUD
9332,2025-09-01T04:18:34,2025-09-01,548,20,web,credit_card,,10.96,AUD
9333,2025-09-01T11:37:53,2025-09-01,693,20,web,paypal,,0.00,AUD
9334,2025-09-01T20:51:18,2025-09-01,388,16,pos,bank_transfer,,7.27,AUD
9335,2025-09-01T20:50:10,2025-09-01,519,47,pos,gift_card,,10.64,AUD
9336,2025-09-01T05:44:13,2025-09-01,474,14,web,gift_card,,7.77,AUD
9337,2025-09-01T17:02:01,2025-09-01,767,10,pos,cash,,31.58,AUD
9338,2025-09-01T03:20:05,2025-09-01,180,22,web,gift_card,SAVE-6L1U,5.01,AUD
9339,2025-09-01T14:14:02,2025-09-01,324,31,web,credit_card,,10.34,AUD
9340,2025-09-01T01:08:44,2025-09-01,723,32,web,credit_card,SAVE-DRU6,10.89,AUD
9341,2025-09-01T18:37:18,2025-09-01,157,28,pos,paypal,,10.75,AUD
9342,2025-09-01T11:41:27,2025-09-01,722,6,web,gift_card,SAVE-2PWS,14.49,AUD
9343,2025-09-01T08:29:11,2025-09-01,563,34,web,paypal,SAVE-3GXQ,38.55,AUD
9344,2025-09-01T23:40:55,2025-09-01,705,3,pos,gift_card,SAVE-B7ZL,10.07,AUD
9345,2025-09-01T06:10:18,2025-09-01,362,7,pos,credit_card,,21.22,AUD
9346,2025-09-01T05:09:44,2025-09-01,794,43,web,cash,,11.22,AUD
9347,2025-09-01T13:16:25,2025-09-01,596,50,pos,gift_card,,21.78,AUD
9348,2025-09-01T09:44:50,2025-09-01,587,34,web,credit_card,,7.84,AUD
9349,2025-09-01T02:33:42,2025-09-01,335,41,web,credit_card,SAVE-8FLM,13.81,AUD
9350,2025-09-01T12:52:13,2025-09-01,703,41,web,credit_card,,5.56,AUD
9351,2025-09-01T19:12:33,2025-09-01,145,16,pos,credit_card,,47.57,AUD
9352,2025-09-01T12:35:51,2025-09-01,105,7,web,credit_card,,21.69,AUD
9353,2025-09-01T15:44:40,2025-09-01,504,49,web,paypal,,14.30,AUD
9354,2025-09-01T07:46:37,2025-09-01,728,16,web,paypal,,42.50,AUD
9355,2025-09-01T07:41:45,2025-09-01,21,13,pos,credit_card,SAVE-M480,5.45,AUD
9356,2025-09-01T23:53:27,2025-09-01,36,4,pos,bank_transfer,,8.59,AUD
9357,2025-09-01T09:14:50,2025-09-01,162,10,web,gift_card,SAVE-CNS2,13.11,AUD
9358,2025-09-01T15:49:43,2025-09-01,753,22,web,credit_card,,10.00,AUD
9359,2025-09-01T09:25:59,2025-09-01,592,4,pos,paypal,,0.00,AUD
9360,2025-09-01T06:15:09,2025-09-01,559,49,pos,credit_card,,8.72,AUD
9361,2025-09-01T22:08:09,2025-09-01,581,11,web,credit_card,SAVE-6IIN,8.78,AUD
9362,2025-09-01T22:39:02,2025-09-01,172,15,web,cash,,6.02,AUD
9363,2025-09-01T00:58:58,2025-09-01,491,11,web,credit_card,,25.55,AUD
9364,2025-09-01T01:34:49,2025-09-01,672,45,web,bank_transfer,,6.21,AUD
9365,2025-09-01T09:51:42,2025-09-01,792,7,pos,credit_card,,5.26,AUD
9366,2025-09-01T01:42:19,2025-09-01,794,5,pos,credit_card,,0.00,AUD
9367,2025-09-01T08:43:15,2025-09-01,782,20,web,credit_card,,5.81,AUD
9368,2025-09-01T01:55:13,2025-09-01,621,2,web,credit_card,,7.55,AUD
9369,2025-09-01T02:38:35,2025-09-01,141,32,pos,paypal,,13.33,AUD
9370,2025-09-01T13:04:33,2025-09-01,582,29,pos,credit_card,SAVE-IW5P,7.93,AUD
9371,2025-09-01T10:03:52,2025-09-01,547,320,pos,credit_card,,5.72,AUD
9372,2025-09-01T19:55:04,2025-09-01,25,10,web,credit_card,,13.52,AUD
9373,2025-09-01T22:30:43,2025-09-01,22,49,web,paypal,,21.51,AUD
9374,2025-09-01T01:51:17,2025-09-01,595,19,web,credit_card,,0.00,AUD
9375,2025-09-01T13:39:23,2025-09-01,502,30,web,bank_transfer,,12.86,AUD
9376,2025-09-01T06:58:48,2025-09-01,211,42,pos,paypal,,6.75,AUD
9377,2025-09-01T04:36:24,2025-09-01,320,32,web,cash,,26.63,AUD
9378,2025-09-01T02:43:20,2025-09-01,595,38,pos,credit_card,,12.31,AUD
9379,2025-09-01T19:25:17,2025-09-01,611,40,web,paypal,,11.39,AUD
9380,2025-09-01T00:53:03,2025-09-01,404,36,pos,paypal,,20.01,AUD
9381,2025-09-01T11:57:40,2025-09-01,83,33,web,bank_transfer,,10.95,AUD
9382,2025-09-01T08:02:23,2025-09-01,428,34,web,bank_transfer,SAVE-HC0Y,9.83,AUD
9383,2025-09-01T13:14:59,2025-09-01,207,14,web,cash,SAVE-98RP,10.47,AUD
9384,2025-09-01T05:57:02,2025-09-01,741,43,pos,bank_transfer,,14.69,AUD
9385,2025-09-01T06:59:30,2025-09-01,487,496,web,gift_card,SAVE-05Q2,13.27,AUD
9386,2025-09-01T19:37:43,2025-09-01,309,48,web,credit_card,,0.00,AUD
9387,2025-09-01T21:10:31,2025-09-01,583,28,pos,credit_card,,0.00,AUD
9388,2025-09-01T06:04:14,2025-09-01,512,5,web,credit_card,,5.80,AUD
9389,2025-09-01T09:43:55,2025-09-01,763,13,web,credit_card,,40.94,AUD
9390,2025-09-01T12:17:28,2025-09-01,744,3,pos,credit_card,,0.00,AUD
9391,2025-09-01T23:00:30,2025-09-01,797,17,web,cash,SAVE-137C,0.00,AUD
9392,2025-09-01T12:59:23,2025-09-01,161,21,web,bank_transfer,,12.76,AUD
9393,2025-09-01T14:18:01,2025-09-01,54,25,web,credit_card,,28.26,AUD
9394,2025-09-01T10:38:48,2025-09-01,791,24,web,cash,,25.57,AUD
9395,2025-09-01T23:04:13,2025-09-01,565,44,web,credit_card,,0.00,AUD
9396,2025-09-01T16:09:32,2025-09-01,93,37,pos,credit_card,SAVE-CM47,8.78,AUD
9397,2025-09-01T04:51:04,2025-09-01,156,34,pos,credit_card,,6.69,AUD
9398,2025-09-01T15:44:24,2025-09-01,13,33,web,credit_card,SAVE-X9W9,22.55,AUD
9399,2025-09-01T14:46:47,2025-09-01,657,36,web,gift_card,SAVE-TD68,15.15,AUD
9400,2025-09-01T10:17:27,2025-09-01,255,39,pos,paypal,,13.55,AUD
9401,2025-09-01T16:18:53,2025-09-01,764,45,pos,gift_card,,24.16,AUD
9402,2025-09-01T07:12:55,2025-09-01,658,23,pos,credit_card,,5.45,AUD
