sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-06-24T02:17:11,4,SHELF-23,4.81,1.79,3767
2025-06-26T01:23:02,4,SHELF-12,13.18,25.33,4069
2025-06-03T03:43:21,4,SHELF-40,-7.97,96.61,4122
2025-06-05T16:45:04,4,SHELF-34,20.06,55.97,3251
2025-06-25T09:24:50,4,SHELF-29,2.21,20.08,4078
2025-06-29T12:59:30,4,SHELF-91,32.32,9.06,4117
2025-06-11T08:14:20,4,SHELF-57,31.91,41.07,3802
2025-06-08T18:35:16,4,SHELF-63,5.61,6.51,3761
2025-06-10T22:44:58,4,SHELF-3,5.16,23.39,3708
2025-06-28T14:20:29,4,SHELF-7,12.53,86.39,3713
2025-06-13T09:34:48,4,SHELF-16,47.33,36.35,3062
2025-06-01T20:43:25,4,SHELF-21,14.14,98.36,3850
2025-06-21T10:03:02,4,SHELF-23,41.81,58.49,3591
2025-06-18T05:20:02,4,SHELF-55,-6.61,94.68,3740
2025-06-20T18:30:46,4,SHELF-36,6.06,25.72,3518
2025-06-05T15:32:17,4,SHELF-81,32.91,60.77,3074
2025-06-11T03:14:05,4,SHELF-78,27.04,64.81,3432
2025-06-02T07:20:19,4,SHELF-64,12.05,77.42,3761
2025-06-21T08:58:56,4,SHELF-42,35.53,61.32,3698
2025-06-16T07:07:36,4,SHELF-8,29.87,35.89,3272
2025-06-02T13:26:06,4,SHELF-96,32.91,99.61,3353
2025-06-02T11:43:11,4,SHELF-77,-2.24,45.75,4099
2025-06-07T10:57:09,4,SHELF-89,3.80,11.57,3364
2025-06-04T18:10:28,4,SHELF-65,14.71,10.59,3562
2025-06-12T08:14:33,4,SHELF-72,37.23,69.99,3638
2025-06-25T01:17:44,4,SHELF-50,0.07,48.60,3168
2025-06-19T15:41:02,4,SHELF-48,7.62,33.10,4095
2025-06-13T00:45:42,4,SHELF-77,35.65,22.56,3152
2025-06-20T12:40:27,4,SHELF-76,6.19,13.98,3687
2025-06-30T02:24:14,4,SHELF-25,1.67,75.05,3742
2025-06-14T02:44:08,4,SHELF-23,-3.01,62.96,3885
2025-06-06T11:55:33,4,SHELF-18,29.95,28.43,4003
2025-06-01T07:24:29,4,SHELF-82,6.88,44.55,3205
2025-06-16T15:13:14,4,SHELF-7,22.88,23.73,3256
2025-06-16T00:37:22,4,SHELF-61,33.28,55.92,3698
2025-06-01T15:21:03,4,SHELF-43,30.71,40.54,3864
2025-06-07T05:34:15,4,SHELF-88,12.04,65.05,3854
2025-06-17T12:16:22,4,SHELF-13,35.22,50.82,3941
2025-06-28T19:55:15,4,SHELF-70,44.01,33.93,3346
2025-06-20T07:44:24,4,SHELF-43,-8.99,51.10,3797
2025-06-30T01:51:34,4,SHELF-90,34.67,6.83,3719
2025-06-19T19:11:31,4,SHELF-17,14.37,65.02,3401
2025-06-22T23:05:25,4,SHELF-51,41.28,34.87,3942
2025-06-26T12:35:36,4,SHELF-13,-4.72,50.92,3953
2025-06-04T22:59:31,4,SHELF-5,3.29,94.51,3663
2025-06-28T10:07:45,4,SHELF-71,41.66,6.57,3781
2025-06-17T19:17:57,4,SHELF-8,-2.71,94.82,3100
2025-06-26T16:11:41,4,SHELF-31,-6.65,62.55,4138
2025-06-19T07:29:40,4,SHELF-9,43.83,84.36,3923
2025-06-01T21:40:09,4,SHELF-53,-6.92,68.60,3363
2025-06-01T14:50:54,4,SHELF-18,22.37,5.49,3153
2025-06-18T07:28:26,4,SHELF-38,45.76,59.76,3343
2025-06-27T00:56:44,4,SHELF-56,35.69,2.48,3015
2025-06-04T03:06:16,4,SHELF-72,29.27,28.87,3351
2025-06-27T09:43:54,4,SHELF-27,24.87,99.72,3994
2025-06-02T00:38:48,4,SHELF-83,12.04,33.26,3259
2025-06-18T01:43:36,4,SHELF-15,13.38,54.43,3332
2025-06-10T13:44:24,4,SHELF-21,18.92,9.49,3124
2025-06-07T04:36:08,4,SHELF-58,7.03,73.16,3522
2025-06-08T16:28:51,4,SHELF-76,23.82,8.20,4037
2025-06-01T14:58:51,4,SHELF-25,13.74,81.91,3638
2025-06-10T09:34:13,4,SHELF-12,39.76,0.18,3771
2025-06-26T04:18:39,4,SHELF-65,-5.03,46.87,3460
2025-06-05T12:46:39,4,SHELF-85,7.16,65.28,3004
2025-06-14T18:58:35,4,SHELF-5,39.01,92.74,3629
2025-06-03T11:08:59,4,SHELF-56,3.90,17.36,3361
2025-06-06T04:17:37,4,SHELF-59,29.18,15.63,4104
2025-06-23T03:40:43,4,SHELF-45,40.44,54.65,3731
2025-06-28T18:10:53,4,SHELF-81,32.99,4.91,3910
2025-06-05T11:16:58,4,SHELF-41,27.45,65.97,4171
2025-06-27T15:13:25,4,SHELF-51,5.53,77.62,3815
2025-06-05T16:51:24,4,SHELF-98,27.13,2.63,3550
2025-06-25T14:29:55,4,SHELF-30,47.60,34.86,4126
2025-06-26T13:34:39,4,SHELF-45,-5.23,59.02,3913
2025-06-20T00:11:46,4,SHELF-18,13.59,1.04,3948
2025-06-29T19:27:52,4,SHELF-36,40.52,51.80,3981
2025-06-10T07:55:51,4,SHELF-81,39.62,94.59,3863
2025-06-18T14:17:34,4,SHELF-28,28.63,75.74,3372
2025-06-10T15:13:30,4,SHELF-26,2.79,65.71,3085
2025-06-21T07:34:05,4,SHELF-71,35.28,67.32,4008
2025-06-03T02:54:21,4,SHELF-41,33.84,80.73,3457
2025-06-05T10:50:29,4,SHELF-26,39.92,29.97,3711
2025-06-12T09:08:44,4,SHELF-80,15.26,91.73,3677
2025-06-29T20:50:26,4,SHELF-2,16.91,66.36,3938
2025-06-22T04:55:02,4,SHELF-40,18.06,75.22,3623
2025-06-28T13:14:45,4,SHELF-68,19.55,63.91,3639
2025-06-07T12:10:42,4,SHELF-83,-2.64,33.15,4125
2025-06-07T22:16:57,4,SHELF-66,7.23,15.40,3091
2025-06-18T14:12:05,4,SHELF-91,19.71,96.72,3794
2025-06-04T10:40:21,4,SHELF-12,15.11,10.01,3852
2025-06-07T13:20:11,4,SHELF-36,10.51,66.78,3801
2025-06-24T17:13:35,4,SHELF-30,39.36,20.63,3443
2025-06-18T13:31:58,4,SHELF-41,4.39,88.46,3531
2025-06-06T19:40:23,4,SHELF-48,1.19,27.15,3316
2025-06-07T01:13:33,4,SHELF-83,38.90,19.32,3551
2025-06-09T19:42:52,4,SHELF-67,17.05,27.63,3152
2025-06-28T20:31:10,4,SHELF-9,34.33,6.86,3391
2025-06-14T18:50:47,4,SHELF-5,-0.99,12.50,3040
2025-06-21T11:44:04,4,SHELF-67,1.22,5.42,3899
2025-06-01T15:06:05,4,SHELF-83,12.67,84.25,3999
2025-06-30T17:39:37,4,SHELF-80,11.15,89.54,3015
2025-06-14T08:07:26,4,SHELF-32,16.58,42.17,3973
2025-06-05T03:24:57,4,SHELF-75,48.41,8.61,3690
2025-06-09T22:26:53,4,SHELF-71,0.43,26.40,3772
2025-06-15T15:45:52,4,SHELF-8,10.23,50.61,3498
2025-06-08T22:14:08,4,SHELF-52,6.00,57.27,4021
2025-06-18T09:53:50,4,SHELF-51,1.58,92.56,3660
2025-06-16T08:16:50,4,SHELF-70,-6.20,53.82,4094
2025-06-19T07:10:57,4,SHELF-99,5.48,26.95,4043
2025-06-17T14:41:01,4,SHELF-18,-6.98,67.05,3569
2025-06-29T07:46:53,4,SHELF-71,8.78,88.62,4182
2025-06-30T04:16:43,4,SHELF-75,20.16,58.18,3708
2025-06-14T22:24:58,4,SHELF-12,27.74,4.01,4177
2025-06-04T12:39:13,4,SHELF-48,-8.46,84.01,3319
2025-06-04T12:44:09,4,SHELF-23,-9.48,34.78,3494
2025-06-30T06:30:35,4,SHELF-5,6.83,41.08,3498
2025-06-28T03:24:11,4,SHELF-88,-1.94,29.80,3204
2025-06-11T16:56:58,4,SHELF-59,37.23,38.15,3802
2025-06-26T04:59:25,4,SHELF-46,47.25,72.41,4092
2025-06-23T08:16:15,4,SHELF-31,11.47,90.15,3200
2025-06-17T03:47:21,4,SHELF-74,2.90,25.22,3656
2025-06-14T19:31:59,4,SHELF-76,37.59,31.65,3922
2025-06-13T10:57:35,4,SHELF-48,28.52,52.28,4015
2025-06-10T21:48:00,4,SHELF-39,6.11,60.21,3439
2025-06-10T15:24:33,4,SHELF-99,6.23,0.22,3610
2025-06-13T16:22:07,4,SHELF-90,45.09,89.58,4174
2025-06-12T22:29:27,4,SHELF-8,48.09,79.23,3740
2025-06-15T19:51:17,4,SHELF-18,21.29,45.23,3044
2025-06-12T08:52:01,4,SHELF-35,2.26,27.34,3410
2025-06-11T15:28:06,4,SHELF-95,18.04,62.60,3888
2025-06-08T16:09:58,4,SHELF-47,39.16,49.28,3916
2025-06-07T10:28:07,4,SHELF-20,33.02,27.38,3268
2025-06-09T16:42:32,4,SHELF-29,47.17,2.80,4058
2025-06-09T22:37:06,4,SHELF-69,22.74,54.62,3175
2025-06-01T15:13:01,4,SHELF-53,1.83,34.51,3371
2025-06-03T05:02:58,4,SHELF-9,8.97,54.36,3950
2025-06-20T12:16:20,4,SHELF-67,24.68,20.80,3741
