order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
8659,2025-08-31T02:56:31,2025-08-31,330,36,web,credit_card,,6.31,AUD
8660,2025-08-31T00:32:40,2025-08-31,464,12,pos,credit_card,,24.66,AUD
8661,2025-08-31T12:42:58,2025-08-31,240,44,pos,credit_card,,18.23,AUD
8662,2025-08-31T13:25:54,2025-08-31,89,38,web,cash,,7.76,AUD
8663,2025-08-31T18:36:03,2025-08-31,317,43,pos,gift_card,,0.00,AUD
8664,2025-08-31T00:47:39,2025-08-31,553,18,web,gift_card,,12.94,AUD
8665,2025-08-31T23:17:21,2025-08-31,79,39,pos,cash,SAVE-KPDT,0.00,AUD
8666,2025-08-31T01:45:46,2025-08-31,563,26,web,credit_card,,14.40,AUD
8667,2025-08-31T06:03:54,2025-08-31,186,13,web,credit_card,,9.54,AUD
8668,2025-08-31T07:23:56,2025-08-31,347,21,pos,credit_card,,24.26,AUD
8669,2025-08-31T21:04:03,2025-08-31,668,36,web,credit_card,,0.00,AUD
8670,2025-08-31T10:49:52,2025-08-31,248,14,web,credit_card,,9.30,AUD
8671,2025-08-31T23:47:50,2025-08-31,308,11,web,credit_card,,0.00,AUD
8672,2025-08-31T18:39:53,2025-08-31,288,28,pos,cash,,0.00,AUD
8673,2025-08-31T08:59:46,2025-08-31,207,20,web,bank_transfer,,9.31,AUD
8674,2025-08-31T23:31:51,2025-08-31,735,19,pos,paypal,,14.50,AUD
8675,2025-08-31T12:59:35,2025-08-31,342,23,web,paypal,,44.38,AUD
8676,2025-08-31T02:28:54,2025-08-31,74,10,pos,cash,SAVE-KZ9T,0.00,AUD
8677,2025-08-31T20:13:09,2025-08-31,370,49,pos,bank_transfer,,11.29,AUD
8678,2025-08-31T12:38:50,2025-08-31,3,40,pos,credit_card,,0.00,AUD
8679,2025-08-31T01:46:32,2025-08-31,580,32,web,credit_card,,0.00,AUD
8680,2025-08-31T07:30:24,2025-08-31,510,50,web,bank_transfer,SAVE-51G6,20.03,AUD
8681,2025-08-31T02:41:04,2025-08-31,728,25,pos,credit_card,,11.89,AUD
8682,2025-08-31T08:33:50,2025-08-31,143,10,web,gift_card,SAVE-NL30,0.00,AUD
8683,2025-08-31T09:19:59,2025-08-31,112,22,pos,credit_card,,5.05,AUD
8684,2025-08-31T11:04:06,2025-08-31,225,35,web,cash,,17.22,AUD
8685,2025-08-31T12:44:47,2025-08-31,184,28,web,paypal,,10.86,AUD
8686,2025-08-31T04:46:27,2025-08-31,590,15,pos,paypal,,19.49,AUD
8687,2025-08-31T17:36:33,2025-08-31,427,35,web,paypal,,9.76,AUD
8688,2025-08-31T01:41:47,2025-08-31,690,33,web,credit_card,,5.82,AUD
8689,2025-08-31T21:06:20,2025-08-31,281,19,web,credit_card,,6.54,AUD
8690,2025-08-31T17:26:52,2025-08-31,597,42,web,credit_card,,10.73,AUD
8691,2025-08-31T05:37:08,2025-08-31,748,18,web,paypal,,0.00,AUD
8692,2025-08-31T12:47:50,2025-08-31,118,1,pos,credit_card,SAVE-9K2A,11.55,AUD
8693,2025-08-31T21:32:57,2025-08-31,35,12,pos,credit_card,,0.00,AUD
8694,2025-08-31T11:47:06,2025-08-31,527,35,web,credit_card,,6.73,AUD
8695,2025-08-31T09:56:30,2025-08-31,215,50,pos,credit_card,SAVE-51JW,0.00,AUD
8696,2025-08-31T11:24:38,2025-08-31,794,20,web,credit_card,SAVE-MSIG,0.00,AUD
8697,2025-08-31T23:10:50,2025-08-31,243,31,web,bank_transfer,SAVE-RQTE,13.80,AUD
