order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
1999,2025-08-21T09:32:54,2025-08-21,781,27,pos,paypal,,0.00,AUD
2000,2025-08-21T15:46:28,2025-08-21,542,38,web,credit_card,,28.53,AUD
2001,2025-08-21T12:22:29,2025-08-21,750,23,pos,credit_card,SAVE-NOXD,13.66,AUD
2002,2025-08-21T10:43:25,2025-08-21,227,11,pos,gift_card,,9.23,AUD
2003,2025-08-21T21:32:16,2025-08-21,678,6,web,paypal,,10.31,AUD
2004,2025-08-21T23:24:25,2025-08-21,686,19,pos,credit_card,SAVE-5JCS,0.00,AUD
2005,2025-08-21T15:23:43,2025-08-21,233,41,web,credit_card,,0.00,AUD
2006,2025-08-21T18:27:54,2025-08-21,231,27,web,credit_card,SAVE-9VZD,0.00,AUD
2007,2025-08-21T23:47:38,2025-08-21,500,12,web,gift_card,,0.00,AUD
2008,2025-08-21T02:49:03,2025-08-21,220,30,web,paypal,,6.41,AUD
2009,2025-08-21T06:52:31,2025-08-21,637,27,pos,bank_transfer,,8.16,AUD
2010,2025-08-21T09:07:29,2025-08-21,651,16,web,credit_card,,0.00,AUD
2011,2025-08-21T20:11:30,2025-08-21,764,10,pos,bank_transfer,,28.22,AUD
2012,2025-08-21T12:34:44,2025-08-21,578,2,web,bank_transfer,,0.00,AUD
2013,2025-08-21T23:38:06,2025-08-21,505,25,web,credit_card,,19.15,AUD
2014,2025-08-21T04:42:28,2025-08-21,688,46,web,gift_card,,6.06,AUD
2015,2025-08-21T13:34:47,2025-08-21,99,43,web,gift_card,,6.35,AUD
2016,2025-08-21T21:49:40,2025-08-21,742,22,web,gift_card,,38.21,AUD
2017,2025-08-21T05:27:26,2025-08-21,683,25,web,credit_card,,14.29,AUD
2018,2025-08-21T15:59:17,2025-08-21,521,25,pos,cash,,13.01,AUD
2019,2025-08-21T12:48:51,2025-08-21,651,22,web,credit_card,,23.37,AUD
2020,2025-08-21T07:36:33,2025-08-21,124,132,web,gift_card,,10.43,AUD
2021,2025-08-21T05:53:31,2025-08-21,662,44,web,credit_card,,12.55,AUD
2022,2025-08-21T04:19:30,2025-08-21,200,11,web,gift_card,,23.85,AUD
2023,2025-08-21T00:47:51,2025-08-21,318,25,web,credit_card,,7.79,AUD
2024,2025-08-21T09:15:19,2025-08-21,139,34,web,credit_card,,5.56,AUD
2025,2025-08-21T05:38:34,2025-08-21,184,25,web,gift_card,SAVE-L0CN,35.34,AUD
2026,2025-08-21T18:19:27,2025-08-21,661,34,web,credit_card,,28.55,AUD
2027,2025-08-21T10:49:00,2025-08-21,5,35,web,paypal,,8.42,AUD
2028,2025-08-21T14:11:11,2025-08-21,139,36,pos,credit_card,,44.18,AUD
2029,2025-08-21T06:20:41,2025-08-21,570,20,web,credit_card,,24.76,AUD
2030,2025-08-21T04:35:46,2025-08-21,236,39,pos,credit_card,,14.25,AUD
2031,2025-08-21T07:21:26,2025-08-21,400,48,web,paypal,,6.98,AUD
2032,2025-08-21T21:02:41,2025-08-21,128,32,web,paypal,,8.04,AUD
2033,2025-08-21T09:42:45,2025-08-21,422,36,pos,bank_transfer,,5.20,AUD
2034,2025-08-21T18:15:41,2025-08-21,82,15,web,credit_card,,11.44,AUD
2035,2025-08-21T23:01:01,2025-08-21,325,37,pos,credit_card,,0.00,AUD
2036,2025-08-21T10:14:25,2025-08-21,646,32,web,credit_card,,14.84,AUD
2037,2025-08-21T17:51:17,2025-08-21,668,32,web,cash,,9.67,AUD
2038,2025-08-21T17:24:45,2025-08-21,93,28,web,bank_transfer,,28.51,AUD
2039,2025-08-21T18:51:08,2025-08-21,85,42,web,credit_card,,15.71,AUD
2040,2025-08-21T02:07:21,2025-08-21,193,44,web,credit_card,,41.50,AUD
2041,2025-08-21T10:00:09,2025-08-21,156,10,pos,bank_transfer,,5.02,AUD
2042,2025-08-21T22:17:12,2025-08-21,112,10,web,cash,,6.14,AUD
2043,2025-08-21T21:43:15,2025-08-21,493,34,web,cash,,38.75,AUD
2044,2025-08-21T02:20:27,2025-08-21,47,19,pos,credit_card,,27.21,AUD
2045,2025-08-21T08:24:54,2025-08-21,437,21,web,cash,,0.00,AUD
2046,2025-08-21T04:50:55,2025-08-21,42,13,web,gift_card,,11.51,AUD
2047,2025-08-21T11:35:40,2025-08-21,191,50,pos,paypal,,23.72,AUD
2048,2025-08-21T12:08:57,2025-08-21,628,7,pos,bank_transfer,SAVE-4JMH,6.86,AUD
2049,2025-08-21T14:21:20,2025-08-21,714,4,pos,bank_transfer,,11.98,AUD
2050,2025-08-21T02:26:55,2025-08-21,32,30,web,cash,,17.81,AUD
2051,2025-08-21T04:18:10,2025-08-21,266,22,web,gift_card,,18.57,AUD
2052,2025-08-21T04:56:04,2025-08-21,451,18,pos,credit_card,,9.33,AUD
2053,2025-08-21T15:41:48,2025-08-21,741,15,pos,paypal,,12.17,AUD
2054,2025-08-21T12:29:58,2025-08-21,37,8,web,bank_transfer,,11.25,AUD
2055,2025-08-21T12:25:28,2025-08-21,694,23,pos,cash,,0.00,AUD
2056,2025-08-21T05:47:48,2025-08-21,614,24,web,gift_card,,8.75,AUD
2057,2025-08-21T04:40:24,2025-08-21,733,9,web,credit_card,,26.34,AUD
2058,2025-08-21T03:51:01,2025-08-21,476,30,pos,bank_transfer,SAVE-4Y40,13.17,AUD
2059,2025-08-21T23:53:23,2025-08-21,699,41,web,paypal,,12.65,AUD
2060,2025-08-21T04:19:38,2025-08-21,413,40,pos,credit_card,,0.00,AUD
2061,2025-08-21T06:16:07,2025-08-21,90,33,web,credit_card,,21.34,AUD
2062,2025-08-21T09:16:29,2025-08-21,228,9,pos,cash,,5.14,AUD
2063,2025-08-21T21:32:49,2025-08-21,428,31,pos,credit_card,SAVE-0PQO,24.25,AUD
2064,2025-08-21T23:39:05,2025-08-21,445,4,pos,gift_card,,10.46,AUD
2065,2025-08-21T17:54:17,2025-08-21,142,43,web,cash,,8.87,AUD
2066,2025-08-21T13:00:18,2025-08-21,276,30,pos,bank_transfer,,10.29,AUD
2067,2025-08-21T03:36:34,2025-08-21,775,21,web,paypal,,10.84,AUD
2068,2025-08-21T04:33:00,2025-08-21,83,27,pos,paypal,,25.04,AUD
2069,2025-08-21T21:32:10,2025-08-21,215,36,web,bank_transfer,,29.15,AUD
2070,2025-08-21T14:00:21,2025-08-21,155,27,web,credit_card,,0.00,AUD
2071,2025-08-21T11:23:58,2025-08-21,468,26,web,credit_card,,9.94,AUD
2072,2025-08-21T16:00:29,2025-08-21,383,39,pos,credit_card,,49.29,AUD
2073,2025-08-21T07:31:23,2025-08-21,499,27,pos,bank_transfer,SAVE-YCBZ,14.33,AUD
2074,2025-08-21T13:00:03,2025-08-21,503,38,pos,bank_transfer,,25.23,AUD
2075,2025-08-21T21:02:09,2025-08-21,621,34,pos,credit_card,,25.53,AUD
2076,2025-08-21T14:34:10,2025-08-21,524,4,web,paypal,,11.76,AUD
2077,2025-08-21T21:13:34,2025-08-21,329,22,web,credit_card,,9.68,AUD
2078,2025-08-21T09:32:52,2025-08-21,653,12,web,paypal,,14.47,AUD
2079,2025-08-21T16:38:30,2025-08-21,610,41,web,credit_card,,17.62,AUD
2080,2025-08-21T19:04:37,2025-08-21,373,47,web,gift_card,,10.08,AUD
2081,2025-08-21T00:38:49,2025-08-21,12,49,pos,bank_transfer,,12.02,AUD
2082,2025-08-21T06:31:21,2025-08-21,440,47,web,gift_card,,0.00,AUD
2083,2025-08-21T04:12:31,2025-08-21,695,13,pos,credit_card,,21.95,AUD
