order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
7993,2025-08-30T18:05:37,2025-08-30,232,17,web,credit_card,,0.00,AUD
7994,2025-08-30T11:02:33,2025-08-30,680,20,web,cash,,0.00,AUD
7995,2025-08-30T07:13:38,2025-08-30,315,1,web,credit_card,,10.10,AUD
7996,2025-08-30T13:36:42,2025-08-30,753,46,pos,paypal,,0.00,AUD
7997,2025-08-30T18:36:35,2025-08-30,474,24,web,credit_card,,0.00,AUD
7998,2025-08-30T02:55:13,2025-08-30,72,31,pos,paypal,SAVE-QAP2,9.81,AUD
7999,2025-08-30T13:36:48,2025-08-30,463,2,web,credit_card,,0.00,AUD
8000,2025-08-30T09:50:21,2025-08-30,16,48,pos,credit_card,,24.72,AUD
8001,2025-08-30T09:40:23,2025-08-30,148,44,web,credit_card,,10.25,AUD
8002,2025-08-30T08:52:20,2025-08-30,524,41,web,paypal,SAVE-GHYV,9.60,AUD
8003,2025-08-30T00:44:32,2025-08-30,639,19,pos,bank_transfer,SAVE-UQF2,5.57,AUD
8004,2025-08-30T15:33:50,2025-08-30,10,46,pos,paypal,SAVE-VBX7,9.02,AUD
8005,2025-08-30T16:19:59,2025-08-30,124,12,web,gift_card,,17.43,AUD
8006,2025-08-30T21:56:41,2025-08-30,129,5,web,gift_card,,5.74,AUD
8007,2025-08-30T13:29:33,2025-08-30,571,30,pos,credit_card,SAVE-Y80T,5.58,AUD
8008,2025-08-30T10:52:32,2025-08-30,108,1,pos,cash,,0.00,AUD
8009,2025-08-30T06:44:16,2025-08-30,206,6,web,credit_card,SAVE-Q7ZS,0.00,AUD
8010,2025-08-30T19:44:39,2025-08-30,791,28,web,credit_card,,25.72,AUD
8011,2025-08-30T21:56:29,2025-08-30,128,13,pos,credit_card,SAVE-YPRO,23.09,AUD
8012,2025-08-30T08:14:06,2025-08-30,166,8,web,credit_card,,13.16,AUD
8013,2025-08-30T00:16:15,2025-08-30,276,14,web,bank_transfer,,18.85,AUD
8014,2025-08-30T04:38:29,2025-08-30,291,1,web,bank_transfer,,29.29,AUD
8015,2025-08-30T13:09:16,2025-08-30,440,22,pos,credit_card,,11.90,AUD
8016,2025-08-30T14:00:05,2025-08-30,127,49,pos,credit_card,SAVE-NXBH,41.45,AUD
8017,2025-08-30T06:22:10,2025-08-30,643,17,pos,bank_transfer,,9.54,AUD
8018,2025-08-30T22:11:34,2025-08-30,637,31,pos,paypal,,29.08,AUD
8019,2025-08-30T13:33:38,2025-08-30,34,12,web,paypal,,9.91,AUD
8020,2025-08-30T09:46:33,2025-08-30,488,27,pos,credit_card,,11.19,AUD
8021,2025-08-30T18:10:45,2025-08-30,151,5,web,credit_card,,0.00,AUD
8022,2025-08-30T10:46:28,2025-08-30,469,6,pos,credit_card,SAVE-NC29,24.55,AUD
8023,2025-08-30T10:58:34,2025-08-30,599,50,web,credit_card,SAVE-U6W4,12.85,AUD
8024,2025-08-30T12:32:38,2025-08-30,163,6,web,credit_card,,40.61,AUD
8025,2025-08-30T07:56:06,2025-08-30,720,22,web,bank_transfer,,0.00,AUD
8026,2025-08-30T15:38:23,2025-08-30,86,22,pos,credit_card,,9.96,AUD
8027,2025-08-30T13:25:34,2025-08-30,208,7,pos,credit_card,,13.21,AUD
8028,2025-08-30T21:51:25,2025-08-30,588,25,web,credit_card,SAVE-RRWK,7.31,AUD
8029,2025-08-30T08:50:21,2025-08-30,486,35,web,credit_card,SAVE-LKQ8,0.00,AUD
8030,2025-08-30T15:16:01,2025-08-30,262,37,web,paypal,,25.67,AUD
8031,2025-08-30T12:45:27,2025-08-30,288,1,web,credit_card,,10.75,AUD
8032,2025-08-30T01:29:41,2025-08-30,744,8,pos,cash,SAVE-0K2L,0.00,AUD
8033,2025-08-30T21:47:47,2025-08-30,773,10,web,paypal,,0.00,AUD
8034,2025-08-30T07:21:46,2025-08-30,573,2,web,credit_card,,11.04,AUD
8035,2025-08-30T12:31:19,2025-08-30,379,34,web,credit_card,SAVE-E664,14.84,AUD
8036,2025-08-30T17:52:15,2025-08-30,189,23,pos,bank_transfer,,0.00,AUD
8037,2025-08-30T15:00:49,2025-08-30,180,22,web,credit_card,,11.74,AUD
8038,2025-08-30T14:05:25,2025-08-30,114,7,web,paypal,,0.00,AUD
8039,2025-08-30T14:50:50,2025-08-30,662,27,pos,paypal,,28.20,AUD
8040,2025-08-30T21:10:44,2025-08-30,750,35,web,credit_card,,6.66,AUD
8041,2025-08-30T16:56:12,2025-08-30,230,50,pos,credit_card,,46.06,AUD
8042,2025-08-30T17:02:38,2025-08-30,156,15,web,paypal,,0.00,AUD
8043,2025-08-30T23:59:59,2025-08-30,631,30,pos,credit_card,,6.98,AUD
8044,2025-08-30T11:29:42,2025-08-30,779,8,web,credit_card,,8.92,AUD
8045,2025-08-30T16:08:00,2025-08-30,739,4,pos,cash,,26.74,AUD
8046,2025-08-30T22:49:17,2025-08-30,472,30,pos,paypal,SAVE-Q0BW,5.01,AUD
8047,2025-08-30T22:49:37,2025-08-30,662,1,pos,gift_card,,14.19,AUD
8048,2025-08-30T17:55:04,2025-08-30,373,43,web,cash,,15.10,AUD
8049,2025-08-30T10:02:20,2025-08-30,712,47,web,paypal,SAVE-P7DX,27.89,AUD
8050,2025-08-30T11:00:35,2025-08-30,278,50,web,credit_card,,13.76,AUD
8051,2025-08-30T05:48:20,2025-08-30,533,42,pos,paypal,,28.54,AUD
8052,2025-08-30T10:13:33,2025-08-30,17,28,web,paypal,SAVE-9V10,14.88,AUD
8053,2025-08-30T12:46:34,2025-08-30,154,36,web,gift_card,,0.00,AUD
8054,2025-08-30T09:49:15,2025-08-30,558,7,web,credit_card,,0.00,AUD
8055,2025-08-30T22:26:09,2025-08-30,59,14,pos,paypal,,19.15,AUD
8056,2025-08-30T00:12:19,2025-08-30,78,28,pos,credit_card,,26.12,AUD
8057,2025-08-30T12:05:41,2025-08-30,437,40,web,credit_card,SAVE-Y1LU,15.66,AUD
8058,2025-08-30T01:48:44,2025-08-30,775,16,pos,credit_card,SAVE-SWVV,11.85,AUD
8059,2025-08-30T08:39:44,2025-08-30,368,10,pos,credit_card,,20.86,AUD
8060,2025-08-30T07:12:17,2025-08-30,524,24,pos,credit_card,,0.00,AUD
8061,2025-08-30T01:14:54,2025-08-30,59,3,web,paypal,,11.51,AUD
8062,2025-08-30T16:19:23,2025-08-30,599,12,web,credit_card,,9.89,AUD
8063,2025-08-30T18:18:48,2025-08-30,298,46,web,cash,,22.80,AUD
8064,2025-08-30T13:19:16,2025-08-30,126,36,web,gift_card,SAVE-F8KY,0.00,AUD
8065,2025-08-30T23:53:34,2025-08-30,265,50,web,credit_card,,20.58,AUD
8066,2025-08-30T01:12:33,2025-08-30,395,10,pos,gift_card,,7.65,AUD
8067,2025-08-30T08:33:59,2025-08-30,416,12,pos,credit_card,,11.37,AUD
8068,2025-08-30T15:57:29,2025-08-30,748,5,pos,gift_card,,8.89,AUD
8069,2025-08-30T20:21:05,2025-08-30,284,25,pos,credit_card,,8.67,AUD
8070,2025-08-30T22:30:57,2025-08-30,745,33,web,credit_card,SAVE-9NL5,13.53,AUD
8071,2025-08-30T22:10:48,2025-08-30,129,48,web,credit_card,,0.00,AUD
8072,2025-08-30T19:35:45,2025-08-30,461,32,pos,bank_transfer,,11.78,AUD
