order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
6661,2025-08-28T05:44:38,2025-08-28,1,2,web,credit_card,,0.00,AUD
6662,2025-08-28T23:06:18,2025-08-28,236,43,web,gift_card,,19.50,AUD
6663,2025-08-28T03:42:50,2025-08-28,41,15,pos,bank_transfer,,0.00,AUD
6664,2025-08-28T15:00:45,2025-08-28,599,22,pos,credit_card,,11.58,AUD
6665,2025-08-28T01:45:16,2025-08-28,14,6,web,cash,SAVE-XH3W,15.65,AUD
6666,2025-08-28T09:28:44,2025-08-28,646,8,web,paypal,SAVE-1AJ6,8.45,AUD
6667,2025-08-28T11:37:41,2025-08-28,317,10,pos,paypal,,13.34,AUD
6668,2025-08-28T00:03:49,2025-08-28,445,32,web,credit_card,,0.00,AUD
6669,2025-08-28T10:31:16,2025-08-28,692,42,web,paypal,,19.38,AUD
6670,2025-08-28T00:08:14,2025-08-28,409,12,pos,credit_card,,13.02,AUD
6671,2025-08-28T19:09:57,2025-08-28,81,49,web,paypal,,0.00,AUD
6672,2025-08-28T05:47:25,2025-08-28,380,7,pos,credit_card,SAVE-R6NJ,8.26,AUD
6673,2025-08-28T03:04:56,2025-08-28,393,37,web,cash,,0.00,AUD
6674,2025-08-28T03:46:12,2025-08-28,39,38,web,gift_card,,13.12,AUD
6675,2025-08-28T06:47:06,2025-08-28,631,10,web,gift_card,,6.32,AUD
6676,2025-08-28T17:32:46,2025-08-28,489,17,pos,bank_transfer,,0.00,AUD
6677,2025-08-28T18:15:33,2025-08-28,218,39,pos,gift_card,,25.24,AUD
6678,2025-08-28T16:36:45,2025-08-28,535,16,web,credit_card,,10.03,AUD
6679,2025-08-28T01:22:51,2025-08-28,129,24,web,paypal,,0.00,AUD
6680,2025-08-28T21:00:04,2025-08-28,259,20,web,credit_card,,7.39,AUD
6681,2025-08-28T23:16:08,2025-08-28,345,24,web,credit_card,,10.41,AUD
6682,2025-08-28T12:54:53,2025-08-28,498,25,web,bank_transfer,,39.52,AUD
6683,2025-08-28T06:56:29,2025-08-28,600,12,pos,credit_card,,42.24,AUD
6684,2025-08-28T21:29:19,2025-08-28,9,4,web,credit_card,,11.47,AUD
6685,2025-08-28T10:44:06,2025-08-28,34,23,web,credit_card,,29.32,AUD
6686,2025-08-28T02:26:19,2025-08-28,213,43,web,credit_card,,8.53,AUD
6687,2025-08-28T12:43:06,2025-08-28,694,50,web,credit_card,SAVE-H8JT,10.33,AUD
6688,2025-08-28T17:52:07,2025-08-28,542,13,web,bank_transfer,,29.98,AUD
6689,2025-08-28T20:06:59,2025-08-28,573,32,web,paypal,,7.24,AUD
6690,2025-08-28T05:06:03,2025-08-28,770,31,web,gift_card,,7.29,AUD
6691,2025-08-28T20:42:30,2025-08-28,390,13,pos,credit_card,,6.81,AUD
6692,2025-08-28T17:40:45,2025-08-28,463,45,web,credit_card,,20.54,AUD
6693,2025-08-28T01:13:46,2025-08-28,716,37,pos,gift_card,,0.00,AUD
6694,2025-08-28T10:43:19,2025-08-28,2,46,web,credit_card,,7.87,AUD
6695,2025-08-28T19:36:20,2025-08-28,418,40,web,credit_card,,8.78,AUD
6696,2025-08-28T00:55:23,2025-08-28,240,49,web,bank_transfer,,37.32,AUD
6697,2025-08-28T19:41:00,2025-08-28,706,26,pos,credit_card,SAVE-U9PI,10.94,AUD
6698,2025-08-28T23:25:38,2025-08-28,275,12,web,paypal,,14.15,AUD
6699,2025-08-28T01:06:14,2025-08-28,662,3,pos,paypal,,12.95,AUD
6700,2025-08-28T11:05:26,2025-08-28,627,31,web,credit_card,,49.25,AUD
6701,2025-08-28T10:56:11,2025-08-28,606,46,web,paypal,SAVE-UJL9,0.00,AUD
6702,2025-08-28T17:12:40,2025-08-28,253,37,web,credit_card,,24.70,AUD
6703,2025-08-28T22:36:09,2025-08-28,132,26,pos,credit_card,SAVE-LC6Y,5.54,AUD
6704,2025-08-28T08:04:26,2025-08-28,668,12,web,paypal,,13.34,AUD
6705,2025-08-28T06:05:03,2025-08-28,90,10,pos,cash,SAVE-SBSR,12.51,AUD
6706,2025-08-28T07:55:13,2025-08-28,723,4,pos,credit_card,,18.55,AUD
6707,2025-08-28T18:18:31,2025-08-28,563,17,pos,credit_card,,0.00,AUD
6708,2025-08-28T13:41:28,2025-08-28,353,23,web,bank_transfer,,8.41,AUD
6709,2025-08-28T09:41:31,2025-08-28,494,50,pos,credit_card,,5.89,AUD
6710,2025-08-28T12:21:02,2025-08-28,136,4,pos,credit_card,,16.35,AUD
6711,2025-08-28T11:41:13,2025-08-28,272,43,pos,gift_card,,14.10,AUD
6712,2025-08-28T01:33:13,2025-08-28,746,42,web,gift_card,,29.40,AUD
6713,2025-08-28T14:21:31,2025-08-28,375,40,pos,paypal,SAVE-VOOH,14.44,AUD
6714,2025-08-28T08:31:55,2025-08-28,25,26,web,paypal,,26.73,AUD
6715,2025-08-28T15:07:14,2025-08-28,783,4,web,cash,,9.46,AUD
6716,2025-08-28T15:53:32,2025-08-28,442,41,web,cash,,9.01,AUD
6717,2025-08-28T17:37:00,2025-08-28,17,33,web,credit_card,,0.00,AUD
6718,2025-08-28T20:53:24,2025-08-28,148,21,web,credit_card,,0.00,AUD
6719,2025-08-28T13:16:21,2025-08-28,147,20,pos,gift_card,,13.36,AUD
6720,2025-08-28T00:37:13,2025-08-28,92,18,web,cash,,23.46,AUD
6721,2025-08-28T21:12:46,2025-08-28,339,23,web,credit_card,,9.97,AUD
6722,2025-08-28T21:45:02,2025-08-28,85,17,web,cash,,6.32,AUD
6723,2025-08-28T00:51:50,2025-08-28,765,11,web,credit_card,,7.16,AUD
6724,2025-08-28T10:42:27,2025-08-28,655,35,pos,gift_card,,14.48,AUD
6725,2025-08-28T12:42:06,2025-08-28,793,18,web,gift_card,,21.71,AUD
6726,2025-08-28T13:27:20,2025-08-28,478,27,pos,credit_card,SAVE-VTAJ,7.63,AUD
6727,2025-08-28T12:56:47,2025-08-28,711,15,pos,paypal,,11.78,AUD
6728,2025-08-28T10:49:25,2025-08-28,631,39,web,gift_card,,8.76,AUD
6729,2025-08-28T12:26:41,2025-08-28,643,18,web,paypal,,7.35,AUD
6730,2025-08-28T10:20:19,2025-08-28,415,19,web,gift_card,SAVE-BO0T,8.80,AUD
