order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
7327,1,13,5,162.6190,44.8874,12.3939
7327,2,246,2,298.3678,35.5116,13.3134
7328,1,180,2,133.3154,32.1678,8.1329
7328,2,50,3,540.9321,12.5192,13.6553
7328,3,64,5,618.4773,42.5872,13.2484
7329,1,129,3,656.0573,41.8533,5.4599
7329,2,133,5,270.5375,24.4425,10.6482
7329,3,60,4,809.2725,17.1765,10.5395
7330,1,85,1,506.5192,16.6425,7.9355
7331,1,13,3,979.4548,34.9956,13.3866
7331,2,1,3,522.0383,5.2433,13.1520
7331,3,187,1,338.4663,13.7096,6.7881
7331,4,191,3,509.3947,31.6455,14.7478
7331,5,15,3,303.5599,39.3398,13.9546
7332,1,124,2,978.2727,32.3646,6.0353
7332,2,46,2,177.0140,1.2928,9.0860
7332,3,144,4,790.7459,23.3595,9.3286
7333,1,53,2,521.1032,36.3829,7.9330
7333,2,143,1,748.6262,26.9898,7.7955
7333,3,239,1,174.7529,14.6881,5.9839
7334,1,54,1,949.9441,14.2235,7.3425
7334,2,63,1,94.0050,52.9671,7.1681
7334,3,56,2,919.6408,40.2375,14.3507
7335,1,149,3,166.2986,49.1419,10.2363
7335,2,232,4,815.2610,74.1458,6.7506
7335,3,53,2,164.0183,34.6722,5.8640
7336,1,69,3,370.5705,29.8511,8.2305
7336,2,90,4,205.4816,2.1605,10.0174
7337,1,186,4,733.4191,10.3766,7.3528
7337,2,116,1,981.1674,10.8639,7.9009
7337,3,231,5,547.6376,76.8933,8.6166
7338,1,65,4,901.2745,23.2762,6.6879
7338,2,194,1,771.9856,7.5417,9.9211
7338,3,129,1,284.6910,4.6717,9.4989
7338,4,236,3,451.3287,15.6753,10.2546
7338,5,14,1,377.5267,39.0437,13.7226
7339,1,155,1,825.9562,55.5460,6.8784
7339,2,33,3,151.4708,8.6017,6.0674
7340,1,14,5,714.2837,5.1569,6.0094
7340,2,32,3,338.8465,5.8863,5.5127
7341,1,88,4,309.1743,48.8115,10.8029
7341,2,44,3,17.0807,18.1229,7.2112
7342,1,95,5,544.5952,27.6134,7.2117
7342,2,95,5,831.7983,20.9471,6.2978
7342,3,169,2,780.2939,33.3209,10.8827
7343,1,94,2,665.7999,37.4613,6.6756
7343,2,59,3,825.9105,7.0999,10.1366
7344,1,52,4,718.8277,37.3087,9.3271
7344,2,108,3,13.4021,82.9572,5.6592
7344,3,205,1,42.4421,18.0647,12.9852
7344,4,7,3,178.7895,6.5226,11.9581
7344,5,26,3,917.0902,34.1053,10.2740
7345,1,92,4,493.3766,26.1833,10.6445
7345,2,64,2,480.2503,25.6165,8.2274
7345,3,43,3,136.0929,41.2468,6.0705
7345,4,35,5,778.5270,13.0894,11.4621
7345,5,102,3,904.7045,18.0573,8.5911
7346,1,12,2,319.7979,28.9569,8.2764
7347,1,235,4,772.2518,13.7362,9.3486
7347,2,244,2,777.5000,28.3655,6.3797
7347,3,196,3,902.5792,33.3208,7.2118
7348,1,154,2,387.2055,17.1461,6.1202
7348,2,129,2,958.1905,28.3715,7.7678
7348,3,224,5,787.0257,8.5312,9.4194
7349,1,39,5,343.6706,45.8133,12.8480
7349,2,60,3,372.1990,45.5893,10.0432
7350,1,149,1,236.3572,18.9652,9.9862
7350,2,56,5,772.2132,72.4834,7.7824
7351,1,5,1,655.9984,54.3720,13.8951
7352,1,41,1,996.0644,10.1591,5.9714
7352,2,197,2,97.0085,18.4362,11.7452
7352,3,117,1,955.2264,11.5004,11.9248
7352,4,117,4,904.1017,10.7032,12.4317
7353,1,237,4,591.4473,11.0003,6.5728
7354,1,153,1,304.7264,2.0691,12.4657
7355,1,105,5,757.0492,65.5852,13.4413
7355,2,72,1,370.9478,2.3884,7.4627
7355,3,72,1,325.0383,39.1532,9.0898
7356,1,164,5,988.0727,2.5621,10.6754
7356,2,108,2,616.1447,42.3020,6.4809
7356,3,192,1,354.7043,6.6270,12.6130
7356,4,201,1,983.9334,30.2674,6.2277
7357,1,152,4,831.2852,38.0582,11.4284
7357,2,247,3,631.5745,2.5363,13.3416
7358,1,168,2,763.0924,48.3107,13.9700
7358,2,43,2,752.0328,79.5438,8.5654
7358,3,183,1,772.3067,47.1955,12.9532
7358,4,219,1,511.5330,36.7538,7.0054
7359,1,210,1,434.1001,0.8959,7.8818
7359,2,19,3,136.4589,30.2293,11.3171
7359,3,98,1,466.4504,32.7518,8.8121
7359,4,3,3,452.7855,37.6650,11.9486
7360,1,25,3,205.7302,42.3188,14.7298
7361,1,149,3,320.9506,14.2157,9.6001
7362,1,73,4,471.4621,14.8546,11.6005
7362,2,45,2,174.7985,7.5578,14.0592
7362,3,172,3,263.2618,18.6183,9.6957
7362,4,67,1,478.4629,8.5484,8.7861
7362,5,55,5,891.2883,8.6279,13.2038
7363,1,121,1,703.3074,28.8326,7.5106
7363,2,38,4,155.2949,33.4708,9.3701
7363,3,29,5,356.7956,17.2987,12.6009
7363,4,52,5,759.5950,49.3163,13.6555
7363,5,91,5,606.5480,12.3516,7.7701
7364,1,147,5,336.5022,4.6971,9.3066
7364,2,132,3,712.9774,24.6889,7.9668
7364,3,200,1,548.6204,43.4251,6.2129
7364,4,72,1,59.0995,4.9183,7.8997
7364,5,177,4,633.3454,28.3763,9.4786
7365,1,91,4,916.9420,41.8787,9.4171
7365,2,159,5,912.7299,28.9878,14.6464
7365,3,156,2,970.1925,40.6049,10.9767
7366,1,131,2,120.2712,13.2363,13.1645
7366,2,132,1,550.0573,25.0212,7.8502
7366,3,69,2,982.2620,5.6671,9.7536
7366,4,44,2,928.8764,1.8116,10.9673
7366,5,183,4,381.7926,48.1532,6.8610
7367,1,11,5,150.1557,21.1918,9.0371
7367,2,156,3,407.1690,6.4159,10.5725
7367,3,200,1,107.5647,47.4646,7.2974
7368,1,48,1,701.4006,29.1163,10.9860
7368,2,43,1,761.9904,97.1572,9.6514
7369,1,121,5,783.2327,41.7608,6.5121
7369,2,239,3,786.8121,6.7082,12.7516
7369,3,8,4,580.6384,34.9595,5.9334
7370,1,85,5,830.9157,1.7081,5.7443
7370,2,169,3,162.0333,30.5750,12.6435
7371,1,67,1,500.4850,11.9469,6.6118
7371,2,194,3,426.7153,68.2311,8.4672
7371,3,116,4,189.8163,22.2212,10.4834
7371,4,40,4,637.3867,49.4861,9.9481
7372,1,227,1,229.0459,15.1704,12.1384
7372,2,235,5,484.2213,36.8461,9.6437
7372,3,244,1,134.0519,43.1145,7.2207
7372,4,22,4,789.9036,57.0015,13.9524
7372,5,154,3,303.4219,44.6000,5.8168
7373,1,137,3,410.9762,47.5354,5.9541
7374,1,101,4,48.1948,45.2420,13.8359
7374,2,179,3,315.5793,36.6902,13.8205
7374,3,195,5,288.2989,5.1847,9.5887
7374,4,42,4,254.1534,74.4410,9.5460
7375,1,108,2,689.6334,28.8742,12.9652
7376,1,201,1,640.9360,27.9344,11.6541
7376,2,82,5,657.3582,10.9780,11.1822
7377,1,127,5,429.7362,12.9885,13.1238
7377,2,138,2,799.7520,47.2194,9.7135
7378,1,144,5,527.1247,34.7487,11.3045
7378,2,233,3,326.1198,5.7381,12.1601
7378,3,210,5,178.5458,48.3103,8.7677
7379,1,2,1,292.8349,25.9835,13.2285
7379,2,100,4,804.3489,21.5691,8.6758
7379,3,74,2,965.8166,20.3837,14.5125
7379,4,95,4,259.9679,44.1238,14.3789
7380,1,236,5,263.6012,8.9792,7.2084
7380,2,37,4,376.2496,87.4217,8.9911
7380,3,42,4,990.9610,68.9266,9.9872
7381,1,237,1,774.4439,9.4003,14.4946
7382,1,169,2,297.2594,21.6688,14.7223
7382,2,231,3,254.7225,24.4780,7.2128
7382,3,238,5,392.4971,10.7694,14.1685
7382,4,154,1,592.8103,11.8735,5.3462
