order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
5995,1,217,2,774.1546,45.4003,7.9148
5995,2,146,4,921.6496,13.8408,5.7358
5995,3,145,3,634.0536,22.9702,12.3134
5995,4,96,4,263.3372,18.0403,14.7507
5996,1,72,1,227.3131,29.5229,7.9080
5996,2,136,5,648.0116,20.8467,13.6195
5996,3,133,4,565.5724,23.0918,13.9764
5996,4,228,5,986.7044,29.2194,5.8939
5996,5,154,5,91.1416,7.5071,7.7365
5997,1,59,2,115.1327,34.8541,8.5815
5997,2,168,1,283.6677,25.6116,14.6161
5998,1,232,5,930.9796,30.2181,13.0437
5998,2,88,5,582.2215,18.8592,12.3105
5998,3,188,4,129.7221,6.3593,11.6434
5998,4,238,5,511.5523,36.1023,11.1282
5999,1,5,2,786.3177,29.4959,11.3683
5999,2,2,2,839.9105,99.9208,13.9971
5999,3,65,3,159.0888,88.3047,6.8523
5999,4,180,4,348.9813,14.6388,5.4803
5999,5,74,2,125.1603,38.6455,11.5591
6000,1,151,5,17.0367,44.6389,6.1220
6000,2,238,3,731.7722,37.7678,13.7546
6000,3,185,2,526.6987,30.2592,8.1826
6000,4,36,5,157.6049,37.4964,9.0551
6001,1,39,1,222.2787,10.5920,7.9582
6001,2,50,1,863.7103,35.8557,6.7909
6001,3,180,5,995.4087,42.9062,14.4282
6001,4,224,4,618.3348,50.7039,13.0288
6002,1,167,4,946.0671,26.6737,5.2895
6002,2,138,4,119.7750,37.2271,6.1432
6002,3,124,3,835.6001,46.2316,8.0160
6002,4,5,5,319.7842,33.6368,10.8670
6002,5,128,1,781.1842,12.3741,13.6503
6003,1,571,3,104.8759,17.2131,8.4458
6003,2,29,4,71.4608,65.1640,8.3223
6004,1,224,2,256.7070,26.4439,14.8432
6004,2,73,3,412.4235,10.3752,14.4643
6004,3,129,2,483.0302,41.3150,12.8944
6004,4,87,5,561.7120,31.7612,12.2177
6004,5,186,4,100.9681,89.5285,14.9514
6005,1,140,3,967.5113,9.1133,8.3138
6005,2,40,2,941.7350,24.3804,5.5383
6005,3,214,3,509.9560,47.5358,8.7156
6005,4,4,2,947.5392,12.8073,7.5036
6005,5,32,3,723.5332,8.5062,5.1479
6006,1,225,5,796.0054,15.2404,14.2983
6006,2,188,4,919.3725,40.1556,7.5032
6006,3,231,3,326.1792,78.4604,6.1944
6007,1,246,5,504.0962,11.1913,12.9040
6007,2,34,5,83.4151,6.4449,13.5268
6008,1,32,5,815.9283,34.6835,10.8953
6008,2,159,5,178.7120,5.6608,11.5124
6008,3,46,2,935.0760,18.4099,10.8417
