order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
3331,1,169,4,701.8689,49.1453,6.2132
3331,2,47,5,459.6856,24.8998,8.8450
3331,3,154,2,100.0505,0.6103,7.6891
3331,4,452,4,211.9432,23.6244,8.2658
3331,5,215,4,412.9061,69.2702,11.8935
3332,1,54,5,102.5572,29.9898,9.7643
3332,2,22,5,5.9611,24.4934,5.7649
3332,3,184,1,529.2760,38.4969,11.2341
3332,4,193,2,152.2193,18.4600,12.5895
3333,1,9,2,684.8170,23.5146,14.9578
3334,1,23,2,533.9824,5.5074,7.5800
3335,1,57,2,715.9614,23.2829,10.4035
3335,2,4,5,363.7473,30.7667,11.4748
3335,3,84,1,44.8765,11.5826,11.4136
3335,4,129,3,560.0000,32.6730,5.1891
3335,5,173,5,516.2109,98.9539,5.4232
3336,1,58,2,285.5640,28.7508,7.5971
3336,2,22,2,949.1186,16.5888,13.2929
3336,3,131,5,499.7917,68.2192,13.1984
3336,4,216,3,117.8163,47.4012,13.9932
3337,1,31,1,963.1973,27.1992,10.5835
3337,2,178,4,890.5513,22.4175,14.4940
3337,3,201,2,469.5123,41.8936,5.0825
3337,4,92,5,257.6120,25.6649,6.1760
3337,5,4,4,114.9258,12.3317,5.1284
3338,1,76,5,755.4105,13.5381,10.8857
3338,2,217,1,205.7819,37.1988,14.4444
3338,3,54,2,827.8720,4.3836,6.8426
3339,1,180,1,420.1210,12.6178,7.8556
3339,2,165,1,328.8421,67.1861,13.9663
3340,1,200,5,485.2187,10.2228,12.1548
3340,2,82,4,351.4084,44.9206,11.3051
3341,1,90,5,905.1560,38.6434,5.4008
3341,2,123,4,701.8920,14.0801,13.3065
3341,3,108,3,597.5593,28.3694,9.8959
3342,1,85,5,197.1111,44.4541,8.1529
3342,2,111,5,22.2412,7.5442,12.3663
3342,3,2,1,496.4364,35.3506,13.3677
3342,4,186,2,841.7175,32.2890,5.1921
3343,1,212,5,230.8520,32.5244,6.5504
3343,2,51,1,88.8487,23.2550,9.3342
3343,3,131,5,243.5746,26.4623,12.7096
3343,4,38,2,37.3792,24.6907,7.9248
3343,5,71,5,111.1741,47.6311,7.9904
3344,1,229,5,719.1234,42.2557,11.2732
3344,2,57,1,697.4097,87.8870,14.7530
3345,1,150,5,671.1240,83.7962,13.7010
3345,2,27,3,879.7390,98.4611,5.1714
3345,3,43,3,637.4359,0.5966,6.1120
3345,4,19,5,403.7574,47.4128,9.9464
3346,1,11,2,601.4795,11.0546,12.6133
3347,1,186,5,188.9427,34.2610,7.5573
3347,2,228,4,331.5944,5.7043,8.7744
3348,1,62,2,518.0068,32.8259,12.7736
3348,2,44,3,517.7033,86.2637,14.3004
3349,1,175,5,441.3028,42.5115,14.5725
3350,1,145,2,535.6457,47.0266,11.9275
3350,2,61,2,425.5953,6.4098,10.9154
3350,3,224,1,906.6682,17.3960,14.9475
3350,4,51,1,189.1535,3.1905,10.4904
3351,1,120,2,552.7092,58.2698,11.3790
3351,2,33,4,132.0230,6.1734,12.7886
3351,3,144,5,170.0639,49.1431,12.3520
3351,4,51,2,480.1017,10.9267,5.0714
3351,5,27,4,653.3466,5.2318,9.7876
3352,1,209,3,490.0324,69.5568,11.3130
3353,1,107,1,438.4657,3.9288,14.1203
3353,2,203,2,216.0440,1.8165,12.6572
3353,3,102,1,677.8660,32.6483,6.3207
3353,4,82,4,734.5302,43.6615,11.1645
3353,5,138,1,666.4735,22.9913,12.2395
3354,1,167,4,877.0932,36.8318,12.2553
3354,2,165,2,831.2572,29.6745,9.3056
3354,3,89,2,894.6340,27.2918,6.6542
3354,4,173,3,273.3190,49.4736,9.7855
3355,1,21,2,953.9505,42.3901,7.3606
3355,2,36,1,44.9871,14.5039,8.2008
3356,1,199,1,609.7361,49.0274,5.6810
3356,2,37,2,502.0782,17.6210,14.2821
3356,3,250,3,410.0531,11.2783,14.2573
3357,1,57,3,864.2395,41.4828,6.7911
3358,1,60,2,905.1802,40.3487,7.1886
3358,2,133,5,10.1874,56.6550,8.2019
3358,3,88,3,347.6393,18.2146,12.1219
3358,4,86,1,876.7312,49.9839,9.8307
3359,1,225,5,8.5189,16.9490,5.1942
3359,2,161,5,290.3340,12.9527,8.2194
3360,1,78,2,545.4863,38.1650,8.5687
3360,2,26,5,297.5904,97.2540,14.4076
3361,1,27,1,7.4677,47.6361,7.4881
3361,2,179,2,49.4738,42.7281,13.3894
3361,3,151,3,747.0561,9.1204,10.2159
3361,4,95,4,799.9358,24.2625,10.5186
3362,1,103,2,51.6941,31.0765,9.4013
3362,2,5,1,305.8943,35.1728,11.6008
3362,3,43,5,695.6010,28.6357,8.2638
3363,1,175,4,864.2796,20.0397,5.8572
3363,2,222,2,175.0572,1.2012,9.0526
3364,1,72,1,362.3167,15.4126,6.7776
3364,2,57,2,21.1292,29.9731,14.9885
3365,1,124,1,184.7011,35.1400,6.7309
3366,1,216,1,865.7908,2.5001,8.9188
3366,2,70,4,430.3237,0.1443,10.6572
3366,3,7,5,17.5277,45.2266,5.1422
3366,4,191,4,585.9587,47.7074,9.1838
3366,5,4,5,663.2071,3.2664,5.3015
3367,1,76,3,511.1022,22.1578,7.8369
3367,2,67,2,634.8024,80.3152,6.5086
3367,3,67,1,383.7179,4.5265,10.6201
3368,1,36,5,253.6348,19.6345,12.7079
3368,2,21,2,968.9869,33.4454,7.9044
3368,3,180,2,274.3466,13.5747,6.2110
3368,4,96,4,773.9500,31.8407,14.1032
3368,5,126,5,734.1287,37.0590,11.6098
3369,1,207,4,16.0245,36.2854,6.9591
3369,2,118,3,925.7124,29.7095,14.8545
3369,3,140,3,944.3526,16.7128,10.2989
3369,4,164,5,457.2514,17.2018,13.7103
3370,1,68,2,304.8266,5.9254,10.6800
3370,2,83,1,518.5227,34.6825,5.8876
3370,3,30,4,560.0849,48.0047,8.6135
3370,4,122,1,167.6712,2.8450,6.3972
3371,1,47,2,590.7659,44.5971,12.8345
