order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
5329,2025-08-26T16:43:36,2025-08-26,258,42,web,credit_card,,10.35,AUD
5330,2025-08-26T15:57:13,2025-08-26,414,31,web,cash,,16.80,AUD
5331,2025-08-26T12:20:56,2025-08-26,301,50,web,credit_card,,11.67,AUD
5332,2025-08-26T02:59:49,2025-08-26,682,41,pos,cash,,7.53,AUD
5333,2025-08-26T10:10:40,2025-08-26,345,16,pos,paypal,,6.32,AUD
5334,2025-08-26T19:46:06,2025-08-26,242,40,web,credit_card,,5.13,AUD
5335,2025-08-26T11:28:26,2025-08-26,357,42,web,credit_card,,8.91,AUD
5336,2025-08-26T18:28:21,2025-08-26,23,44,web,cash,,14.01,AUD
5337,2025-08-26T16:43:37,2025-08-26,5,37,web,credit_card,SAVE-D9FZ,0.00,AUD
5338,2025-08-26T05:36:40,2025-08-26,371,15,web,credit_card,,0.00,AUD
5339,2025-08-26T23:26:04,2025-08-26,357,305,pos,credit_card,,5.28,AUD
5340,2025-08-26T03:32:08,2025-08-26,724,10,web,gift_card,,14.85,AUD
5341,2025-08-26T11:26:14,2025-08-26,11,16,pos,paypal,,8.77,AUD
5342,2025-08-26T02:29:23,2025-08-26,719,32,web,credit_card,,29.90,AUD
5343,2025-08-26T22:56:01,2025-08-26,222,276,pos,paypal,SAVE-PNSG,13.89,AUD
5344,2025-08-26T23:04:04,2025-08-26,755,37,web,credit_card,,29.88,AUD
5345,2025-08-26T15:52:44,2025-08-26,586,28,pos,credit_card,,17.22,AUD
5346,2025-08-26T10:09:59,2025-08-26,325,31,web,cash,SAVE-JU8O,19.40,AUD
5347,2025-08-26T04:13:18,2025-08-26,320,14,pos,credit_card,SAVE-F7IT,8.11,AUD
5348,2025-08-26T05:30:28,2025-08-26,759,14,web,gift_card,SAVE-KAP5,48.38,AUD
5349,2025-08-26T06:42:40,2025-08-26,511,11,pos,cash,,27.64,AUD
5350,2025-08-26T06:55:04,2025-08-26,271,4,web,credit_card,,0.00,AUD
5351,2025-08-26T10:59:01,2025-08-26,183,8,pos,bank_transfer,,0.00,AUD
5352,2025-08-26T04:46:03,2025-08-26,463,10,pos,credit_card,,0.00,AUD
5353,2025-08-26T16:33:41,2025-08-26,750,43,pos,paypal,,23.66,AUD
5354,2025-08-26T09:13:25,2025-08-26,466,1,pos,credit_card,,14.61,AUD
5355,2025-08-26T10:34:12,2025-08-26,678,24,web,paypal,,0.00,AUD
5356,2025-08-26T16:21:20,2025-08-26,227,9,web,credit_card,,11.21,AUD
5357,2025-08-26T01:26:09,2025-08-26,206,13,pos,gift_card,,12.49,AUD
5358,2025-08-26T00:49:32,2025-08-26,126,25,web,paypal,,21.51,AUD
5359,2025-08-26T16:28:07,2025-08-26,296,10,pos,credit_card,,10.35,AUD
5360,2025-08-26T11:57:43,2025-08-26,632,47,web,gift_card,,6.38,AUD
5361,2025-08-26T04:46:14,2025-08-26,280,33,web,paypal,,11.25,AUD
5362,2025-08-26T02:02:32,2025-08-26,628,3,web,bank_transfer,,22.34,AUD
5363,2025-08-26T08:48:04,2025-08-26,337,45,web,credit_card,,5.58,AUD
5364,2025-08-26T05:30:58,2025-08-26,760,21,pos,credit_card,SAVE-6TBQ,28.92,AUD
5365,2025-08-26T05:55:26,2025-08-26,213,21,web,credit_card,,19.85,AUD
5366,2025-08-26T16:41:38,2025-08-26,464,26,pos,credit_card,,40.89,AUD
5367,2025-08-26T01:27:31,2025-08-26,514,4,web,paypal,,0.00,AUD
5368,2025-08-26T19:46:16,2025-08-26,4,20,pos,paypal,,21.41,AUD
5369,2025-08-26T01:18:06,2025-08-26,139,24,pos,gift_card,,14.78,AUD
5370,2025-08-26T17:29:34,2025-08-26,371,46,web,bank_transfer,,12.83,AUD
5371,2025-08-26T02:35:44,2025-08-26,520,15,pos,credit_card,,8.33,AUD
5372,2025-08-26T18:50:43,2025-08-26,757,40,pos,credit_card,,8.83,AUD
5373,2025-08-26T16:05:30,2025-08-26,129,41,web,bank_transfer,,14.98,AUD
5374,2025-08-26T18:33:00,2025-08-26,204,37,pos,bank_transfer,SAVE-3AJO,6.06,AUD
5375,2025-08-26T05:01:30,2025-08-26,683,40,web,credit_card,,19.90,AUD
5376,2025-08-26T01:16:01,2025-08-26,2,15,pos,credit_card,,11.69,AUD
5377,2025-08-26T03:32:36,2025-08-26,503,9,pos,credit_card,,21.92,AUD
5378,2025-08-26T14:01:07,2025-08-26,327,21,web,paypal,,19.22,AUD
5379,2025-08-26T08:29:06,2025-08-26,557,25,pos,paypal,,18.86,AUD
5380,2025-08-26T10:46:44,2025-08-26,244,40,pos,paypal,,6.32,AUD
5381,2025-08-26T03:35:52,2025-08-26,344,30,web,paypal,,11.92,AUD
5382,2025-08-26T02:30:42,2025-08-26,45,41,web,paypal,,0.00,AUD
5383,2025-08-26T02:18:18,2025-08-26,144,48,web,gift_card,,20.56,AUD
5384,2025-08-26T21:14:06,2025-08-26,176,32,pos,credit_card,,0.00,AUD
5385,2025-08-26T10:38:44,2025-08-26,573,45,web,credit_card,,7.20,AUD
5386,2025-08-26T11:22:53,2025-08-26,481,34,web,credit_card,,0.00,AUD
5387,2025-08-26T21:28:01,2025-08-26,376,17,web,cash,,0.00,AUD
5388,2025-08-26T17:38:26,2025-08-26,363,47,pos,credit_card,,37.45,AUD
5389,2025-08-26T09:10:37,2025-08-26,144,31,web,bank_transfer,SAVE-4DYW,0.00,AUD
5390,2025-08-26T05:21:22,2025-08-26,120,50,pos,credit_card,,6.46,AUD
5391,2025-08-26T19:43:15,2025-08-26,6,48,web,paypal,,11.87,AUD
5392,2025-08-26T08:52:34,2025-08-26,785,14,pos,paypal,,26.09,AUD
5393,2025-08-26T08:34:12,2025-08-26,773,18,web,credit_card,,0.00,AUD
5394,2025-08-26T07:16:08,2025-08-26,192,36,web,credit_card,,5.89,AUD
5395,2025-08-26T07:49:25,2025-08-26,644,22,web,gift_card,,6.66,AUD
5396,2025-08-26T03:39:27,2025-08-26,304,18,pos,bank_transfer,,6.56,AUD
5397,2025-08-26T06:45:49,2025-08-26,452,46,web,credit_card,,5.49,AUD
5398,2025-08-26T15:11:21,2025-08-26,704,27,web,cash,,34.70,AUD
5399,2025-08-26T21:25:01,2025-08-26,75,46,pos,credit_card,,14.55,AUD
5400,2025-08-26T02:53:21,2025-08-26,257,36,web,credit_card,,10.13,AUD
