sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-28T08:40:59,37,SHELF-72,-0.08,72.54,3905
2025-08-10T00:59:05,37,SHELF-63,46.84,44.87,3287
2025-08-10T12:38:33,37,SHELF-27,21.83,66.54,3014
2025-08-30T06:17:30,37,SHELF-59,-7.06,7.17,3388
2025-08-25T05:15:08,37,SHELF-62,-9.84,0.24,3348
2025-08-06T17:34:58,37,SHELF-25,2.42,56.79,3803
2025-08-27T23:50:49,37,SHELF-53,12.88,43.52,3861
2025-08-01T01:30:58,37,SHELF-16,4.04,24.43,3351
2025-08-29T06:30:38,37,SHELF-58,30.18,56.71,3111
2025-08-05T17:45:27,37,SHELF-93,37.31,82.56,3302
2025-08-17T14:57:57,37,SHELF-22,0.34,20.42,3706
2025-08-04T20:38:53,37,SHELF-55,38.36,36.51,3483
2025-08-30T00:45:50,37,SHELF-25,31.50,74.43,3840
2025-08-02T12:39:05,37,SHELF-95,-2.71,83.12,3111
2025-08-05T09:51:24,37,SHELF-77,18.03,16.36,3079
2025-08-11T23:23:15,37,SHELF-58,-7.71,56.86,3790
2025-08-06T10:42:28,37,SHELF-59,12.47,28.58,3040
2025-08-04T17:18:04,37,SHELF-40,12.85,75.62,3683
2025-08-18T14:07:39,37,SHELF-46,11.06,88.87,3428
2025-08-21T02:23:45,37,SHELF-81,1.29,22.18,3585
2025-08-30T01:12:14,37,SHELF-68,13.13,32.86,3251
2025-08-21T11:18:11,37,SHELF-40,25.50,34.18,3015
2025-08-31T22:48:28,37,SHELF-51,27.06,4.20,3341
2025-08-17T13:59:02,37,SHELF-11,30.35,39.14,3790
2025-08-27T16:50:01,37,SHELF-33,8.18,80.88,3124
2025-08-30T23:55:51,37,SHELF-42,48.79,71.00,4165
2025-08-14T06:16:06,37,SHELF-69,33.60,98.01,3343
2025-08-27T22:24:45,37,SHELF-58,13.48,20.27,3979
2025-08-28T12:23:39,37,SHELF-23,31.54,77.09,3870
2025-08-12T14:50:56,37,SHELF-32,-1.36,39.18,3739
2025-08-10T06:42:26,37,SHELF-100,34.78,85.34,4176
2025-08-28T10:59:57,37,SHELF-11,-7.57,52.58,4180
2025-08-28T09:47:34,37,SHELF-80,-9.54,50.41,3582
2025-08-10T04:50:34,37,SHELF-48,6.47,78.89,3740
2025-08-22T18:37:33,37,SHELF-66,19.54,23.13,3958
2025-08-11T05:46:41,37,SHELF-85,10.44,41.59,3833
2025-08-11T06:22:43,37,SHELF-62,22.37,75.82,3234
2025-08-27T06:56:53,37,SHELF-1,20.72,37.04,3253
2025-08-14T01:30:36,37,SHELF-7,11.02,72.34,3760
2025-08-09T18:18:14,37,SHELF-40,3.31,54.52,3531
2025-08-09T12:13:50,37,SHELF-84,33.91,18.38,3255
2025-08-30T01:56:31,37,SHELF-85,32.03,18.55,3251
2025-08-18T22:05:18,37,SHELF-74,47.50,10.13,3632
2025-08-26T13:49:36,37,SHELF-2,32.69,58.19,3419
2025-08-07T17:04:02,37,SHELF-75,32.33,96.69,3263
2025-08-14T15:56:58,37,SHELF-9,15.37,31.28,3056
2025-08-24T20:55:08,37,SHELF-41,-7.41,17.78,3410
2025-08-13T05:29:27,37,SHELF-33,16.21,24.39,3416
2025-08-15T02:33:56,37,SHELF-23,4.96,68.21,3436
2025-08-24T12:52:39,37,SHELF-92,13.46,11.30,3699
2025-08-31T11:57:18,37,SHELF-82,33.49,71.34,3325
2025-08-01T04:06:39,37,SHELF-59,38.89,7.27,3397
2025-08-03T20:16:24,37,SHELF-26,-4.67,18.27,3779
2025-08-29T22:31:46,37,SHELF-19,33.21,59.79,3842
2025-08-31T04:59:48,37,SHELF-100,17.11,8.07,3488
2025-08-20T17:32:34,37,SHELF-76,19.29,22.18,4178
2025-08-12T22:09:53,37,SHELF-11,16.47,34.62,3369
,37,SHELF-11,22.03,51.57,4171
2025-08-16T18:07:43,37,SHELF-76,-8.87,50.09,3049
2025-08-29T08:08:17,37,SHELF-52,15.25,12.83,3959
2025-08-14T01:22:52,37,SHELF-86,-1.64,85.70,3939
2025-08-27T21:43:16,37,SHELF-13,43.54,63.41,3675
2025-08-06T23:14:25,37,SHELF-100,32.59,8.98,3687
2025-08-10T10:58:27,37,SHELF-72,-2.80,81.34,3650
2025-08-02T16:34:52,37,SHELF-55,40.59,39.10,3244
2025-08-06T22:18:38,37,SHELF-39,3.86,29.44,3090
2025-08-17T09:26:20,37,SHELF-68,38.85,39.56,4011
2025-08-19T15:18:50,37,SHELF-99,-9.12,53.89,4144
2025-08-30T15:05:08,37,SHELF-44,15.18,86.45,3627
2025-08-18T22:54:27,37,SHELF-62,13.43,10.73,3260
2025-08-25T06:36:11,37,SHELF-4,-4.39,76.89,3557
2025-08-30T06:56:13,37,SHELF-21,1.16,64.96,4010
2025-08-23T08:12:24,37,SHELF-66,2.24,97.48,3108
2025-08-21T07:01:42,37,SHELF-99,14.22,55.58,4067
2025-08-16T10:54:40,37,SHELF-94,21.14,75.38,4151
2025-08-21T18:30:55,37,SHELF-34,23.23,22.46,3071
2025-08-02T07:49:28,37,SHELF-66,30.22,6.58,4039
2025-08-18T17:16:59,37,SHELF-32,12.42,41.35,3727
2025-08-19T17:00:58,37,SHELF-15,32.92,91.89,3826
2025-08-30T18:39:00,37,SHELF-98,45.88,8.05,4092
2025-08-05T15:28:44,37,SHELF-73,10.81,2.40,3833
2025-08-17T14:58:00,37,SHELF-28,27.35,97.71,3020
2025-08-11T13:43:40,37,SHELF-32,37.20,81.15,3731
2025-08-26T09:19:18,37,SHELF-86,28.61,13.38,3755
2025-08-20T06:11:10,37,SHELF-10,41.93,33.79,3707
2025-08-26T15:43:24,37,SHELF-88,-6.91,89.54,3334
2025-08-01T01:19:53,37,SHELF-66,37.87,86.40,3262
2025-08-19T11:15:53,37,SHELF-73,4.95,56.79,4154
2025-08-07T16:06:58,37,SHELF-99,-2.53,36.39,3043
2025-08-02T09:35:48,37,SHELF-67,20.81,52.28,4128
2025-08-01T01:14:52,37,SHELF-65,-8.42,57.57,3174
2025-08-20T20:11:06,37,SHELF-44,-6.20,14.38,4101
2025-08-21T23:15:02,37,SHELF-83,40.21,26.77,3831
2025-08-30T21:59:10,37,SHELF-51,9.77,37.77,3711
2025-08-30T10:40:43,37,SHELF-39,32.58,22.93,3303
2025-08-22T09:05:39,37,SHELF-56,28.45,1.44,3443
2025-08-08T21:49:48,37,SHELF-25,33.51,28.56,3114
2025-08-06T05:46:34,37,SHELF-95,12.80,1.01,3843
2025-08-09T02:55:23,37,SHELF-22,44.99,91.07,3724
2025-08-26T16:28:52,37,SHELF-84,15.49,18.50,3062
2025-08-07T16:07:45,37,SHELF-79,21.20,49.00,3703
2025-08-03T14:22:00,37,SHELF-50,-7.56,57.53,3329
2025-08-15T10:40:51,37,SHELF-96,39.43,35.36,3544
2025-08-16T01:42:17,37,SHELF-23,20.41,54.12,3848
2025-08-30T21:31:45,37,SHELF-46,15.41,67.43,3567
2025-08-15T15:23:25,37,SHELF-21,10.37,51.66,3240
2025-08-07T11:57:05,37,SHELF-55,46.05,75.87,3226
2025-08-23T20:33:04,37,SHELF-26,37.71,58.65,3875
2025-08-29T02:49:58,37,SHELF-80,48.02,78.70,3675
2025-08-05T20:36:07,37,SHELF-3,-7.03,54.82,3554
2025-08-05T06:04:42,37,SHELF-38,12.99,22.07,3690
2025-08-12T08:45:00,37,SHELF-14,4.72,1.04,3218
2025-08-28T13:24:02,37,SHELF-32,6.23,95.88,3721
2025-08-31T11:05:22,37,SHELF-28,4.24,89.19,3455
2025-08-15T00:10:04,37,SHELF-76,45.57,77.64,3355
2025-08-02T09:00:11,37,SHELF-83,27.46,98.61,4041
2025-08-01T17:39:45,37,SHELF-47,29.14,97.01,3915
2025-08-05T15:47:34,37,SHELF-17,7.98,28.28,4088
2025-08-07T08:34:01,37,SHELF-72,41.13,43.82,3100
2025-08-29T15:45:16,37,SHELF-64,10.06,54.98,3880
2025-08-13T00:59:35,37,SHELF-63,12.42,21.51,3973
2025-08-23T02:15:27,37,SHELF-24,42.07,46.07,3222
2025-08-29T04:35:25,37,SHELF-21,-7.24,4.92,3200
2025-08-22T09:18:06,37,SHELF-89,15.42,21.45,3295
2025-08-27T11:11:58,37,SHELF-88,-0.02,21.49,3988
2025-08-20T14:30:08,37,SHELF-77,38.52,59.49,3474
2025-08-23T10:59:28,37,SHELF-31,1.94,58.95,4089
2025-08-04T13:30:42,37,SHELF-86,49.64,38.77,3441
2025-08-19T06:51:57,37,SHELF-96,24.03,59.76,3302
2025-08-07T03:35:44,37,SHELF-19,-8.90,53.72,3695
2025-08-23T19:57:11,37,SHELF-92,34.63,62.93,3127
2025-08-29T12:10:44,37,SHELF-72,11.38,54.27,3944
2025-08-28T11:50:16,37,SHELF-34,31.83,4.65,3921
2025-08-01T01:01:49,37,SHELF-44,45.24,33.45,3613
2025-08-13T09:19:31,37,SHELF-1,-6.38,28.39,3635
2025-08-09T16:25:56,37,SHELF-85,41.74,74.79,3781
2025-08-29T06:12:32,37,SHELF-26,32.46,86.07,3321
2025-08-18T05:22:25,37,SHELF-100,15.88,2.84,3959
2025-08-26T19:33:32,37,SHELF-28,36.51,79.86,3826
2025-08-14T10:15:30,37,SHELF-24,32.18,55.08,3560
2025-08-08T11:26:03,37,SHELF-85,29.80,83.43,3444
2025-08-28T21:32:25,37,SHELF-68,-8.86,95.81,4152
2025-08-20T19:38:28,37,SHELF-98,12.15,53.81,4033
2025-08-02T21:23:29,37,SHELF-3,5.14,35.88,3498
2025-08-01T09:54:53,37,SHELF-46,8.53,87.60,3042
2025-08-06T02:47:56,37,SHELF-84,19.50,35.40,3452
2025-08-08T19:39:35,37,SHELF-58,25.32,35.13,3818
2025-08-13T03:12:36,37,SHELF-80,15.78,27.12,3998
2025-08-22T16:39:47,37,SHELF-15,32.56,92.19,3306
2025-08-20T12:48:23,37,SHELF-64,15.09,28.91,3319
2025-08-09T23:07:18,37,SHELF-3,36.76,39.17,3458
2025-08-25T20:44:17,37,SHELF-81,34.96,8.82,3289
2025-08-21T14:07:14,37,SHELF-86,2.78,15.50,3029
2025-08-24T08:09:04,37,SHELF-24,16.38,16.80,3986
2025-08-13T23:27:22,37,SHELF-48,0.91,56.04,3592
2025-08-27T22:36:41,37,SHELF-16,21.19,97.71,3839
2025-08-17T06:42:48,37,SHELF-9,5.30,50.05,3498
2025-08-30T01:15:18,37,SHELF-92,37.78,77.86,3113
2025-08-18T22:41:31,37,SHELF-66,27.69,51.52,4167
2025-08-27T03:50:39,37,SHELF-20,27.61,46.14,3231
2025-08-13T00:20:15,37,SHELF-19,34.67,22.22,3122
2025-08-16T14:31:35,37,SHELF-34,12.21,23.63,3821
2025-08-25T02:11:00,37,SHELF-14,18.57,85.77,3538
2025-08-18T15:06:12,37,SHELF-86,23.35,89.90,4061
2025-08-16T09:10:10,37,SHELF-49,0.33,13.68,4187
2025-08-23T10:23:25,37,SHELF-7,22.44,10.00,3031
2025-08-07T14:22:08,37,SHELF-35,45.95,20.80,3743
2025-08-07T07:07:15,37,SHELF-79,14.88,6.38,3929
2025-08-20T16:57:52,37,SHELF-42,22.52,46.72,3341
2025-08-09T11:02:43,37,SHELF-89,9.42,79.66,3218
2025-08-03T20:17:02,37,SHELF-55,26.87,36.77,3559
2025-08-02T18:32:53,37,SHELF-13,-7.18,74.79,3697
2025-08-21T04:50:42,37,SHELF-96,0.58,48.86,4083
2025-08-29T07:48:47,37,SHELF-92,42.91,67.41,3876
2025-08-30T15:22:35,37,SHELF-87,-3.16,5.50,3917
2025-08-26T00:03:52,37,SHELF-11,24.16,11.57,3649
2025-08-10T11:02:15,37,SHELF-98,36.81,84.66,3294
2025-08-09T16:27:00,37,SHELF-59,23.62,47.45,3253
2025-08-08T09:41:13,37,SHELF-8,37.74,77.04,3227
2025-08-07T16:47:39,37,SHELF-73,49.50,24.29,4007
2025-08-29T11:01:45,37,SHELF-74,2.72,29.86,3905
2025-08-18T05:15:42,37,SHELF-38,38.60,37.91,3888
2025-08-28T13:06:32,37,SHELF-79,20.98,79.67,3067
2025-08-14T03:45:32,37,SHELF-61,25.05,76.62,3362
2025-08-21T21:55:59,37,SHELF-56,16.03,57.15,3871
