sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-09-06T12:14:40,35,SHELF-65,-2.80,20.51,3800
2025-09-26T06:45:37,35,SHELF-40,17.24,14.56,3054
2025-09-30T00:18:58,35,SHELF-3,-3.17,21.94,3207
2025-09-28T20:17:18,35,SHELF-25,32.34,23.68,3883
2025-09-09T09:48:04,35,SHELF-62,21.60,50.78,3408
2025-09-06T19:55:26,35,SHELF-67,12.70,14.26,4095
2025-09-29T14:14:29,35,SHELF-68,7.66,68.37,4155
2025-09-24T19:47:15,35,SHELF-18,26.34,90.90,3047
2025-09-04T18:56:43,35,SHELF-90,-9.31,69.37,3272
2025-09-10T21:43:19,35,SHELF-87,31.63,59.68,3363
2025-09-21T03:43:27,35,SHELF-54,26.67,17.18,3955
2025-09-30T07:16:16,35,SHELF-34,-7.74,16.78,3957
2025-09-24T08:18:53,35,SHELF-53,38.76,80.30,3911
2025-09-30T15:20:04,35,SHELF-84,38.28,15.66,3106
2025-09-07T03:15:22,35,SHELF-49,44.97,4.69,3076
2025-09-25T01:26:40,35,SHELF-46,16.71,88.80,3874
2025-09-04T20:18:18,35,SHELF-79,31.63,2.09,3840
2025-09-09T05:41:00,35,SHELF-9,39.18,5.77,3039
2025-09-03T08:38:07,35,SHELF-100,-2.21,31.12,3012
2025-09-21T18:48:30,35,SHELF-73,33.41,16.11,3593
2025-09-21T03:07:58,35,SHELF-70,-3.14,4.29,4111
2025-09-18T00:01:06,35,SHELF-82,39.61,14.35,3670
2025-09-26T04:44:55,35,SHELF-90,40.58,67.61,3282
2025-09-01T05:54:13,35,SHELF-53,32.82,39.15,3315
2025-09-13T02:20:10,35,SHELF-35,4.66,44.25,3398
2025-09-25T16:56:29,35,SHELF-25,36.68,25.45,3021
2025-09-08T22:46:34,35,SHELF-13,46.86,83.15,3897
2025-09-24T13:36:58,35,SHELF-3,33.89,54.14,3403
2025-09-26T00:06:51,35,SHELF-20,42.41,18.95,3739
2025-09-06T19:33:47,35,SHELF-68,49.11,13.32,3081
2025-09-23T06:31:04,35,SHELF-54,4.28,6.13,3603
2025-09-24T02:11:31,35,SHELF-21,38.70,57.75,4044
2025-09-01T04:58:44,35,SHELF-31,24.65,80.76,3319
2025-09-30T03:09:13,35,SHELF-74,0.60,41.69,3847
2025-09-14T07:51:04,35,SHELF-59,15.13,9.50,3536
2025-09-27T00:50:11,35,SHELF-73,49.52,86.62,4112
2025-09-17T17:14:44,35,SHELF-98,6.02,74.53,3250
2025-09-10T13:55:48,35,SHELF-93,12.93,25.31,3720
2025-09-21T01:05:41,35,SHELF-10,30.08,47.98,3419
2025-09-19T23:36:37,35,SHELF-63,45.50,41.40,3895
2025-09-26T15:55:24,35,SHELF-98,49.98,85.20,3728
2025-09-20T01:47:29,35,SHELF-90,32.99,31.08,3930
2025-09-25T22:42:13,35,SHELF-62,38.66,44.55,3642
2025-09-15T09:00:34,35,SHELF-59,-0.62,13.78,3491
2025-09-20T19:57:42,35,SHELF-86,5.65,19.89,3460
2025-09-05T01:36:11,35,SHELF-86,36.84,13.67,4016
2025-09-08T19:22:54,35,SHELF-6,44.86,43.42,3538
2025-09-17T23:30:11,35,SHELF-37,5.85,10.70,3813
2025-09-03T18:43:33,35,SHELF-52,-6.23,39.97,3069
2025-09-01T02:44:51,35,SHELF-56,16.19,19.99,4160
2025-09-12T19:20:29,35,SHELF-69,19.81,95.22,3014
2025-09-19T05:57:38,35,SHELF-89,23.80,44.83,3192
2025-09-04T14:35:01,35,SHELF-100,20.96,59.40,3085
2025-09-03T13:41:48,35,SHELF-55,-9.10,78.42,3765
2025-09-24T09:50:34,35,SHELF-74,-0.89,40.33,3109
2025-09-04T00:34:04,35,SHELF-61,46.62,28.60,3907
2025-09-07T11:26:49,35,SHELF-84,45.35,78.70,4174
2025-09-05T10:40:05,35,SHELF-17,25.40,3.75,3009
2025-09-12T15:02:47,35,SHELF-31,13.09,21.76,4154
2025-09-10T21:10:48,35,SHELF-55,-3.08,44.89,3194
2025-09-14T19:51:53,35,SHELF-100,20.71,82.27,3708
2025-09-26T21:18:37,35,SHELF-19,38.92,73.03,3142
2025-09-07T22:44:45,35,SHELF-47,43.60,20.91,3561
2025-09-05T02:38:07,35,SHELF-74,34.79,17.17,3675
2025-09-30T22:54:21,35,SHELF-57,2.27,26.11,3308
2025-09-05T07:03:37,35,SHELF-13,28.47,72.71,3247
2025-09-28T20:43:56,35,SHELF-34,33.54,21.31,3345
2025-09-05T10:41:17,35,SHELF-85,5.94,95.84,3196
2025-09-08T10:27:43,35,SHELF-64,18.49,76.06,3904
2025-09-11T14:40:45,35,SHELF-92,4.29,59.85,3388
2025-09-03T04:41:37,35,SHELF-86,46.55,65.11,3536
2025-09-04T04:15:35,35,SHELF-74,49.55,51.37,3274
2025-09-12T12:40:02,35,SHELF-54,36.07,37.16,3680
2025-09-23T17:43:54,35,SHELF-83,40.97,77.04,4030
2025-09-16T02:42:43,35,SHELF-1,39.61,56.71,3107
2025-09-30T19:15:15,35,SHELF-79,-5.83,84.62,3825
2025-09-15T14:34:15,35,SHELF-85,30.68,65.31,3570
2025-09-22T22:30:57,35,SHELF-28,41.00,23.81,3888
2025-09-05T09:09:55,35,SHELF-32,16.33,49.50,3943
2025-09-21T03:37:34,35,SHELF-10,32.00,54.40,4036
2025-09-23T06:59:57,35,SHELF-47,47.03,92.05,3419
2025-09-29T17:13:27,35,SHELF-42,43.06,59.51,3233
2025-09-23T06:40:52,35,SHELF-86,36.40,27.23,4083
2025-09-09T07:36:07,35,SHELF-58,5.62,21.75,3064
2025-09-12T16:46:13,35,SHELF-87,45.40,62.54,3910
2025-09-09T15:35:30,35,SHELF-12,20.35,77.85,3884
2025-09-22T09:26:49,35,SHELF-93,28.86,86.78,4054
2025-09-25T00:00:06,35,SHELF-82,18.06,62.17,3171
2025-09-07T07:02:56,35,SHELF-35,40.49,25.36,3990
2025-09-22T00:55:26,35,SHELF-16,35.82,47.30,3518
2025-09-05T19:50:11,35,SHELF-83,27.05,81.68,3930
2025-09-14T13:35:59,35,SHELF-38,21.86,40.15,3824
2025-09-18T12:51:02,35,SHELF-63,15.79,42.64,3049
2025-09-03T05:05:13,35,SHELF-91,33.39,54.58,3510
2025-09-16T23:16:53,35,SHELF-69,5.71,22.19,3995
2025-09-19T11:14:40,35,SHELF-5,12.11,79.52,3524
2025-09-08T22:00:15,35,SHELF-41,5.14,36.36,4098
2025-09-29T18:23:38,35,SHELF-97,-8.90,21.64,3681
2025-09-25T11:01:45,35,SHELF-94,36.41,4.23,3353
2025-09-12T18:17:03,35,SHELF-91,8.75,44.25,3371
2025-09-04T23:49:54,35,SHELF-36,17.54,72.68,3220
2025-09-11T21:59:32,35,SHELF-1,-4.86,16.21,3464
2025-09-21T04:01:41,35,SHELF-53,39.35,64.94,4088
2025-09-11T02:13:48,35,SHELF-94,4.53,68.12,3888
2025-09-04T22:46:05,35,SHELF-42,-2.32,9.66,3299
2025-09-23T03:02:41,35,SHELF-22,13.57,85.38,4127
2025-09-25T10:39:26,35,SHELF-89,33.15,66.52,3664
2025-09-06T06:03:50,35,SHELF-32,20.26,17.08,3945
2025-09-25T06:34:27,35,SHELF-37,6.29,95.43,3628
2025-09-15T11:34:29,35,SHELF-99,-7.00,13.11,3769
2025-09-19T05:06:17,35,SHELF-82,12.22,91.80,3331
2025-09-14T20:10:27,35,SHELF-3,46.23,84.44,3004
2025-09-23T19:59:57,35,SHELF-42,14.14,93.44,3913
2025-09-28T03:08:45,35,SHELF-4,37.86,7.21,3155
2025-09-25T06:46:47,35,SHELF-69,23.03,18.47,4049
2025-09-25T00:05:18,35,SHELF-32,-3.43,65.81,4004
2025-09-30T03:31:13,35,SHELF-63,26.69,98.88,3906
2025-09-17T22:59:41,35,SHELF-47,-9.38,12.24,3994
2025-09-08T04:55:43,35,SHELF-39,0.30,28.45,3973
2025-09-26T01:59:15,35,SHELF-93,3.03,41.58,3997
2025-09-04T09:53:33,35,SHELF-56,14.23,52.90,3927
2025-09-25T20:04:51,35,SHELF-41,30.55,69.65,3283
2025-09-24T12:49:54,35,SHELF-76,42.12,20.75,3497
2025-09-14T13:19:23,35,SHELF-12,26.02,7.77,3277
2025-09-02T19:07:40,35,SHELF-81,15.17,27.91,3906
2025-09-16T17:39:55,35,SHELF-39,31.05,81.66,3221
2025-09-27T13:02:10,35,SHELF-8,-0.18,73.42,4096
2025-09-07T20:54:56,35,SHELF-60,0.23,75.01,3983
2025-09-24T19:51:16,35,SHELF-10,42.34,33.53,3950
2025-09-25T17:02:11,35,SHELF-15,-7.20,76.45,3627
2025-09-20T22:16:54,35,SHELF-23,17.33,43.63,3345
2025-09-06T03:27:19,35,SHELF-26,31.96,83.54,3772
2025-09-30T17:01:52,35,SHELF-52,16.62,38.40,3680
2025-09-06T14:25:47,35,SHELF-23,8.57,69.89,3934
2025-09-18T01:49:12,35,SHELF-81,-3.45,20.13,3570
2025-09-11T18:20:32,35,SHELF-30,17.19,95.94,3118
2025-09-06T18:13:39,35,SHELF-21,15.35,76.49,4182
2025-09-17T16:54:45,35,SHELF-39,-7.29,79.10,4185
2025-09-29T20:01:05,35,SHELF-77,8.79,63.94,3242
2025-09-03T19:30:13,35,SHELF-1,21.43,87.38,3642
2025-09-04T22:37:18,35,SHELF-27,-3.68,52.76,3614
2025-09-17T02:52:41,35,SHELF-29,-2.90,44.82,4107
2025-09-07T05:12:20,35,SHELF-80,17.55,88.00,3272
2025-09-11T19:46:21,35,SHELF-18,48.47,20.85,3181
2025-09-16T20:07:10,35,SHELF-79,29.86,97.45,4200
2025-09-07T19:28:23,35,SHELF-16,8.65,13.48,4032
2025-09-02T13:20:44,35,SHELF-5,-1.61,16.85,3214
2025-09-29T07:06:08,35,SHELF-23,31.64,32.48,4063
2025-09-21T23:14:28,35,SHELF-75,-8.23,12.68,3426
2025-09-28T06:49:49,35,SHELF-77,6.43,50.99,3693
2025-09-23T20:22:54,35,SHELF-98,42.10,65.09,3329
2025-09-25T03:17:05,35,SHELF-95,20.42,44.32,3004
2025-09-14T12:57:56,35,SHELF-49,26.05,2.54,3002
2025-09-22T20:43:40,35,SHELF-74,-5.30,59.32,3288
2025-09-12T08:45:07,35,SHELF-76,31.99,1.15,3636
2025-09-01T16:44:02,35,SHELF-80,26.22,46.01,3841
2025-09-07T10:33:40,35,SHELF-48,-8.52,11.94,3173
2025-09-13T23:07:37,35,SHELF-40,-5.47,40.60,3581
2025-09-21T10:30:10,35,SHELF-80,32.61,41.77,3760
2025-09-10T08:40:31,35,SHELF-82,27.92,64.00,3732
2025-09-21T02:49:17,35,SHELF-7,-4.13,19.61,3693
2025-09-21T06:23:48,35,SHELF-75,30.72,11.93,3234
2025-09-23T15:50:02,35,SHELF-73,17.75,14.03,4098
2025-09-15T22:23:38,35,SHELF-56,35.57,7.32,3172
2025-09-15T02:09:26,35,SHELF-15,1.41,67.47,3304
2025-09-10T10:51:42,35,SHELF-96,31.87,0.91,3172
2025-09-09T12:17:59,35,SHELF-66,41.21,98.17,3686
2025-09-13T00:13:37,35,SHELF-40,-6.58,44.27,3189
2025-09-20T20:09:29,35,SHELF-81,9.99,46.84,3016
2025-09-02T17:56:54,35,SHELF-58,2.79,25.04,3883
2025-09-14T08:39:08,35,SHELF-99,10.62,36.33,3458
2025-09-02T15:15:58,35,SHELF-3,3.43,76.98,4059
2025-09-11T00:46:19,35,SHELF-87,17.88,3.92,3510
2025-09-25T05:25:04,35,SHELF-69,-2.04,54.50,3730
2025-09-29T11:46:10,35,SHELF-43,5.87,39.04,3664
2025-09-20T21:35:30,35,SHELF-66,6.39,18.91,3711
2025-09-22T22:55:32,35,SHELF-89,42.09,18.00,3078
2025-09-01T21:36:23,35,SHELF-81,23.94,98.19,3285
2025-09-29T02:35:28,35,SHELF-88,28.91,81.96,3654
2025-09-07T19:12:54,35,SHELF-29,14.94,4.48,3728
2025-09-03T01:31:15,35,SHELF-80,42.47,10.87,3164
2025-09-26T00:20:16,35,SHELF-36,46.77,43.33,3985
2025-09-11T02:05:10,35,SHELF-12,1.63,56.70,4004
2025-09-03T17:29:19,35,SHELF-65,4.08,13.68,3132
2025-09-14T04:57:25,35,SHELF-86,26.97,76.66,3194
2025-09-07T17:46:16,35,SHELF-83,44.44,95.21,4155
2025-09-27T16:30:34,35,SHELF-63,45.57,56.34,3093
2025-09-06T01:16:51,35,SHELF-3,-6.22,93.32,3613
2025-09-29T00:31:33,35,SHELF-41,33.05,25.97,3201
2025-09-09T15:45:59,35,SHELF-24,35.47,92.16,3989
2025-09-10T23:01:06,35,SHELF-55,48.68,99.80,3497
2025-09-29T21:04:59,35,SHELF-79,-6.94,27.32,3895
2025-09-21T22:32:18,35,SHELF-22,7.54,72.46,3982
2025-09-09T02:35:15,35,SHELF-29,18.07,10.63,3416
2025-09-24T18:22:16,35,SHELF-25,11.12,78.67,3751
2025-09-09T18:09:13,35,SHELF-32,42.92,94.49,4111
2025-09-17T18:28:19,35,SHELF-97,-6.55,89.18,3197
2025-09-12T04:06:49,35,SHELF-85,45.97,1.14,3640
2025-09-28T23:42:04,35,SHELF-77,-9.72,37.44,3530
2025-09-05T09:21:43,35,SHELF-84,-9.52,15.19,3197
2025-09-18T00:24:09,35,SHELF-34,31.80,71.11,3714
2025-09-02T22:54:02,35,SHELF-57,40.23,54.36,3345
2025-09-29T16:16:20,35,SHELF-20,11.66,71.16,3460
2025-09-22T00:45:45,35,SHELF-38,37.95,47.78,3799
2025-09-21T06:03:50,35,SHELF-94,35.62,87.37,3261
2025-09-14T19:24:20,35,SHELF-24,30.00,74.56,3459
2025-09-24T07:35:29,35,SHELF-65,23.46,20.29,3207
2025-09-09T10:02:56,35,SHELF-42,19.64,76.89,3260
2025-09-27T13:17:13,35,SHELF-22,16.86,20.46,3225
2025-09-13T08:38:27,35,SHELF-61,15.63,96.52,3641
2025-09-14T22:40:43,35,SHELF-57,13.22,14.37,3874
2025-09-09T14:21:11,35,SHELF-46,32.43,0.14,3604
2025-09-22T05:45:21,35,SHELF-87,31.70,30.38,3351
