sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-04-21T00:44:20,25,SHELF-29,-4.95,66.71,3549
2025-04-29T21:27:31,25,SHELF-10,38.13,32.51,3000
2025-04-17T13:20:21,25,SHELF-10,34.41,96.03,4040
2025-04-23T03:35:01,25,SHELF-78,20.78,8.80,3979
2025-04-07T21:54:03,25,SHELF-96,16.17,71.69,3012
2025-04-14T06:32:00,25,SHELF-56,35.32,27.22,4186
2025-04-25T17:07:57,25,SHELF-47,-4.41,9.21,3776
2025-04-15T13:22:09,25,SHELF-96,9.01,28.06,3599
2025-04-26T13:02:41,25,SHELF-68,22.42,28.39,3300
2025-04-07T06:15:42,25,SHELF-28,25.52,20.97,3209
2025-04-04T22:44:42,25,SHELF-2,19.39,77.86,3735
2025-04-29T14:16:30,25,SHELF-4,15.40,75.83,3795
2025-04-02T08:25:41,25,SHELF-32,1.08,68.30,3191
2025-04-01T12:05:09,25,SHELF-82,36.92,35.84,3359
2025-04-04T18:44:23,25,SHELF-94,-7.52,75.39,3279
2025-04-13T05:55:43,25,SHELF-51,3.89,95.52,3336
2025-04-19T23:58:42,25,SHELF-79,3.58,22.94,4039
2025-04-27T08:24:01,25,SHELF-14,18.22,26.05,3123
2025-04-08T20:32:50,25,SHELF-35,-0.26,80.99,3269
2025-04-03T15:18:03,25,SHELF-24,16.88,24.42,3213
2025-04-07T12:35:50,25,SHELF-16,1.74,0.32,3646
2025-04-20T04:21:21,25,SHELF-10,2.80,32.18,3533
2025-04-07T18:57:20,25,SHELF-82,17.04,42.94,3446
2025-04-07T18:55:00,25,SHELF-77,-8.29,2.14,3429
2025-04-22T18:13:17,25,SHELF-86,34.39,61.92,3607
2025-04-13T23:39:54,25,SHELF-57,3.74,74.84,3994
2025-04-01T16:08:54,25,SHELF-33,-3.16,79.93,3234
2025-04-22T21:09:10,25,SHELF-52,49.77,6.00,3986
2025-04-07T18:38:26,25,SHELF-25,47.22,50.90,3764
2025-04-11T03:23:13,25,SHELF-69,38.96,77.45,4089
2025-04-20T00:53:21,25,SHELF-94,32.22,90.75,3686
2025-04-06T01:48:49,25,SHELF-84,5.45,99.70,3761
2025-04-13T00:06:19,25,SHELF-57,-6.53,48.24,3184
2025-04-03T05:09:23,25,SHELF-61,3.27,12.76,4179
2025-04-07T12:40:47,25,SHELF-81,12.95,2.22,3280
2025-04-24T06:19:12,25,SHELF-75,38.48,94.06,3230
2025-04-12T10:32:02,25,SHELF-79,13.10,61.12,3027
2025-04-13T19:15:18,25,SHELF-78,12.78,86.32,3198
2025-04-03T20:23:16,25,SHELF-12,3.38,51.40,3897
2025-04-15T04:09:42,25,SHELF-61,1.71,65.29,3143
