order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
1333,1,178,2,785.6432,11.5125,7.9615
1333,2,34,5,402.9170,10.5169,5.6060
1333,3,19,5,751.9483,19.5184,5.3367
1333,4,7,2,691.4184,3.7310,9.1058
1334,1,152,2,95.5616,30.8281,11.5410
1335,1,3,1,537.9613,74.8213,6.9660
1335,2,95,1,288.0848,24.3918,13.4738
1335,3,142,2,352.1351,12.2450,12.8133
1336,1,147,4,954.5819,42.4866,11.7245
1336,2,105,5,232.3795,14.8643,5.0152
1336,3,134,2,815.5715,22.4902,9.1445
1336,4,122,3,389.1755,34.0551,5.2989
1336,5,46,1,836.9712,33.2698,11.6933
1337,1,248,3,920.0737,30.8891,6.8620
1338,1,38,4,118.6115,93.1302,6.6191
1338,2,109,1,189.8583,2.9120,7.9807
1338,3,40,1,44.2473,29.1187,9.8870
1338,4,19,2,881.9889,3.5169,9.1494
1339,1,54,1,771.7361,30.5747,10.7617
1339,2,124,4,853.6793,4.8859,6.0634
1340,1,6,3,525.9803,65.3694,10.8989
1340,2,12,2,759.1301,31.4135,5.7936
1340,3,246,3,323.3855,30.9816,11.1030
1340,4,136,2,659.2588,31.9402,13.2605
1340,5,38,4,855.3608,26.2267,7.1244
1341,1,90,5,477.2102,7.9316,8.4097
1342,1,132,5,474.9131,27.5594,12.9028
1342,2,176,3,206.7648,24.4331,11.1372
1342,3,244,2,635.0320,2.7719,10.4915
1343,1,81,1,637.6341,6.2884,6.6340
1343,2,31,4,801.4768,20.0255,9.7488
1343,3,119,4,925.3793,19.9525,8.4775
1343,4,22,5,289.7294,35.4286,7.6102
1344,1,122,4,234.0829,17.4596,11.3784
1345,1,89,1,330.4934,35.7854,13.5182
1345,2,215,1,647.3447,12.8799,7.2244
1346,1,6,1,231.8096,7.4578,13.0186
1346,2,125,1,310.8075,36.5047,6.9078
1346,3,217,5,807.4211,30.6669,9.0128
1346,4,22,1,174.4677,12.9728,8.4310
1347,1,34,1,484.4513,36.8996,10.7999
1348,1,21,3,380.7981,24.4192,5.1819
1348,2,158,5,819.3206,0.2707,8.6198
1348,3,112,5,281.3710,38.3303,10.2780
