sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-29T04:53:57,44,SHELF-3,49.26,31.62,3081
2025-08-02T07:03:27,44,SHELF-53,31.09,89.45,3052
2025-08-02T15:30:27,44,SHELF-38,21.50,63.88,3180
2025-08-16T13:06:18,44,SHELF-63,20.25,68.84,3848
2025-08-16T14:48:29,44,SHELF-2,5.04,2.01,3037
2025-08-02T22:29:43,44,SHELF-40,-2.05,71.14,3205
2025-08-15T13:11:51,44,SHELF-89,14.53,74.87,4150
2025-08-27T04:34:48,44,SHELF-32,41.98,48.20,3145
2025-08-16T19:19:08,44,SHELF-28,-6.98,35.60,3694
2025-08-10T14:40:50,44,SHELF-51,-6.49,90.69,3995
2025-08-31T11:47:47,44,SHELF-7,8.51,10.84,3002
2025-08-31T07:37:06,44,SHELF-85,-8.67,39.10,4090
2025-08-08T08:51:58,44,SHELF-35,5.02,6.33,3472
2025-08-06T23:11:25,44,SHELF-64,-3.94,46.22,3163
2025-08-10T19:45:00,44,SHELF-88,-3.73,32.84,3439
2025-08-21T00:26:24,44,SHELF-28,20.91,64.14,4142
2025-08-22T12:57:10,44,SHELF-29,45.35,64.27,3854
2025-08-09T17:33:55,44,SHELF-39,47.57,24.78,3659
2025-08-05T17:43:35,44,SHELF-83,8.99,3.21,3480
2025-08-11T09:03:23,44,SHELF-67,47.22,32.31,3600
2025-08-28T19:23:36,44,SHELF-15,4.81,42.27,4036
2025-08-31T02:25:58,44,SHELF-40,38.82,73.89,3749
2025-08-12T23:14:31,44,SHELF-28,37.96,66.84,4108
2025-08-17T01:34:41,44,SHELF-78,5.30,57.78,3040
2025-08-25T10:31:58,44,SHELF-37,31.61,7.38,3101
2025-08-13T11:32:06,44,SHELF-96,-1.83,90.23,4045
2025-08-03T12:11:31,44,SHELF-27,3.00,63.71,3810
2025-08-14T04:27:50,44,SHELF-35,2.64,31.47,3075
2025-08-10T01:39:35,44,SHELF-53,27.00,55.11,3370
2025-08-19T02:26:18,44,SHELF-48,28.82,99.19,3911
2025-08-08T18:20:52,44,SHELF-88,-3.55,73.92,3195
2025-08-19T08:34:38,44,SHELF-47,23.05,68.19,3241
2025-08-18T00:29:48,44,SHELF-96,49.36,70.35,4197
2025-08-10T13:43:34,44,SHELF-84,31.82,8.83,3569
2025-08-10T00:28:10,44,SHELF-47,30.00,49.41,4133
2025-08-28T01:12:21,44,SHELF-25,10.98,24.93,3969
2025-08-29T20:09:33,44,SHELF-17,33.03,58.33,3118
2025-08-15T17:00:01,44,SHELF-100,15.75,82.21,3640
2025-08-06T08:47:38,44,SHELF-49,48.77,23.11,3205
2025-08-24T23:46:40,44,SHELF-98,28.01,58.26,3974
2025-08-29T15:21:29,44,SHELF-83,5.13,26.60,4021
2025-08-06T19:12:49,44,SHELF-15,-6.43,2.64,3666
2025-08-12T14:42:28,44,SHELF-41,8.16,59.58,4147
2025-08-24T18:44:12,44,SHELF-39,33.20,56.96,3113
2025-08-17T00:53:55,44,SHELF-40,0.08,42.19,3244
2025-08-28T10:29:04,44,SHELF-100,8.15,39.56,3087
2025-08-19T01:20:00,44,SHELF-76,20.67,47.78,3406
2025-08-29T17:30:27,44,SHELF-45,22.29,81.26,3967
2025-08-01T12:34:50,44,SHELF-50,27.41,42.30,3268
2025-08-17T02:36:16,44,SHELF-47,37.84,51.52,3310
2025-08-27T17:30:43,44,SHELF-3,12.19,12.59,4044
2025-08-03T22:38:44,44,SHELF-96,9.21,35.91,4061
2025-08-13T12:34:22,44,SHELF-92,10.41,21.83,3333
2025-08-24T01:41:07,44,SHELF-15,34.27,78.92,3163
2025-08-02T06:04:00,44,SHELF-80,44.26,22.16,3598
2025-08-20T07:19:57,44,SHELF-5,16.11,7.89,3544
2025-08-31T20:05:38,44,SHELF-81,27.17,58.25,3089
2025-08-26T08:45:41,44,SHELF-2,1.03,26.20,4115
2025-08-08T13:52:23,44,SHELF-59,7.68,18.35,3037
2025-08-06T20:23:09,44,SHELF-63,21.10,71.61,3174
2025-08-06T08:52:22,44,SHELF-89,43.95,30.90,3658
,44,SHELF-20,45.02,94.65,3199
2025-08-01T18:27:23,44,SHELF-86,41.78,91.00,3262
2025-08-05T20:22:03,44,SHELF-90,-0.50,81.62,3546
2025-08-23T21:39:31,44,SHELF-61,42.75,86.32,3261
2025-08-18T21:36:34,44,SHELF-97,13.38,92.67,3724
2025-08-02T23:03:28,44,SHELF-28,-9.61,18.21,4142
2025-08-16T10:05:44,44,SHELF-98,32.34,87.07,3407
2025-08-21T06:38:07,44,SHELF-15,49.77,78.68,3539
2025-08-03T16:43:53,44,SHELF-49,8.16,61.99,3004
2025-08-19T00:18:58,44,SHELF-2,24.59,65.85,3305
2025-08-09T18:22:43,44,SHELF-52,-3.73,9.87,3864
2025-08-04T17:11:02,44,SHELF-72,26.56,64.36,4063
2025-08-16T17:53:09,44,SHELF-78,7.51,62.21,4081
2025-08-21T04:05:44,44,SHELF-11,7.82,98.11,3637
2025-08-15T07:50:06,44,SHELF-29,-7.43,59.84,3345
2025-08-05T03:15:09,44,SHELF-45,37.15,16.89,3942
2025-08-01T06:45:14,44,SHELF-52,-7.01,40.00,3136
2025-08-24T18:21:10,44,SHELF-83,31.46,75.68,3517
2025-08-16T11:49:14,44,SHELF-76,19.26,77.65,3558
2025-08-09T05:12:36,44,SHELF-82,-1.04,54.30,3430
2025-08-11T18:04:46,44,SHELF-47,3.95,0.91,3777
2025-08-05T12:00:41,44,SHELF-92,34.51,65.79,4193
2025-08-01T08:24:11,44,SHELF-58,38.31,58.00,4118
2025-08-10T20:48:36,44,SHELF-94,15.59,80.82,3053
2025-08-03T05:23:57,44,SHELF-29,35.24,10.33,3213
2025-08-28T21:45:58,44,SHELF-12,15.50,41.81,3857
2025-08-18T02:10:53,44,SHELF-62,11.21,21.47,3206
2025-08-28T00:24:14,44,SHELF-93,12.03,81.92,4101
2025-08-08T13:56:43,44,SHELF-6,49.47,85.91,3402
2025-08-13T22:10:45,44,SHELF-76,1.95,89.89,3031
2025-08-04T19:18:23,44,SHELF-95,9.30,11.76,3949
2025-08-24T03:59:47,44,SHELF-95,-2.76,18.27,3499
2025-08-05T04:27:09,44,SHELF-10,5.97,94.55,3345
2025-08-15T16:47:04,44,SHELF-5,19.96,95.29,3306
2025-08-18T15:44:34,44,SHELF-73,11.69,28.16,3615
2025-08-25T00:12:53,44,SHELF-81,2.74,59.16,3863
2025-08-05T07:00:54,44,SHELF-55,-2.93,78.24,3728
2025-08-16T20:57:02,44,SHELF-91,37.18,68.27,3694
2025-08-19T00:37:43,44,SHELF-92,29.80,7.22,3703
2025-08-31T14:19:32,44,SHELF-20,36.89,66.55,3430
2025-08-30T20:46:15,44,SHELF-22,-6.09,85.75,3434
2025-08-26T09:36:52,44,SHELF-53,43.26,45.21,4195
2025-08-06T12:28:04,44,SHELF-94,26.14,36.28,3287
2025-08-28T21:38:51,44,SHELF-8,9.09,85.22,3099
2025-08-02T07:30:01,44,SHELF-31,-4.90,3.93,3941
2025-08-02T07:24:14,44,SHELF-62,49.07,15.61,3581
2025-08-27T06:24:05,44,SHELF-35,-4.15,43.48,3111
2025-08-21T17:49:17,44,SHELF-95,-2.71,39.42,3918
2025-08-12T10:03:41,44,SHELF-61,46.42,62.05,3198
2025-08-06T05:42:26,44,SHELF-48,-9.27,27.48,4152
2025-08-28T05:17:34,44,SHELF-96,30.19,29.94,3965
2025-08-24T23:21:17,44,SHELF-98,21.62,56.99,3029
2025-08-17T02:07:46,44,SHELF-48,24.42,14.74,3282
2025-08-28T23:32:23,44,SHELF-62,-2.35,14.26,4149
2025-08-18T04:43:22,44,SHELF-17,48.20,43.63,3240
2025-08-29T20:26:24,44,SHELF-4,29.83,69.71,3347
