order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
7327,2025-08-29T09:15:56,2025-08-29,352,30,pos,gift_card,,11.28,AUD
7328,2025-08-29T14:20:14,2025-08-29,298,36,web,cash,,13.68,AUD
7329,2025-08-29T08:30:54,2025-08-29,82,23,pos,credit_card,,17.76,AUD
7330,2025-08-29T12:07:34,2025-08-29,80,6,web,gift_card,,0.00,AUD
7331,2025-08-29T12:12:48,2025-08-29,43,16,pos,credit_card,,7.73,AUD
7332,2025-08-29T07:42:56,2025-08-29,782,33,web,credit_card,,6.92,AUD
7333,2025-08-29T04:07:27,2025-08-29,20,2,pos,bank_transfer,,10.98,AUD
7334,2025-08-29T19:55:25,2025-08-29,693,1,pos,gift_card,,10.00,AUD
7335,2025-08-29T18:56:05,2025-08-29,740,14,web,paypal,,37.88,AUD
7336,2025-08-29T08:10:59,2025-08-29,691,26,web,bank_transfer,,9.31,AUD
7337,2025-08-29T23:14:37,2025-08-29,627,35,pos,paypal,,0.00,AUD
7338,2025-08-29T12:21:09,2025-08-29,149,10,pos,credit_card,,0.00,AUD
7339,2025-08-29T15:06:03,2025-08-29,259,7,pos,credit_card,SAVE-O7OB,8.87,AUD
7340,2025-08-29T05:24:59,2025-08-29,580,3,web,gift_card,,0.00,AUD
7341,2025-08-29T02:39:28,2025-08-29,503,47,web,credit_card,,0.00,AUD
7342,2025-08-29T15:17:55,2025-08-29,293,29,web,credit_card,,16.13,AUD
7343,2025-08-29T06:02:03,2025-08-29,193,16,web,credit_card,SAVE-SWNQ,13.08,AUD
7344,2025-08-29T15:21:32,2025-08-29,155,32,web,bank_transfer,SAVE-02TQ,22.94,AUD
7345,2025-08-29T08:54:38,2025-08-29,376,35,pos,paypal,SAVE-H20J,29.41,AUD
7346,2025-08-29T15:05:44,2025-08-29,131,36,pos,paypal,SAVE-G0ZH,8.53,AUD
7347,2025-08-29T20:34:32,2025-08-29,648,8,web,paypal,,0.00,AUD
7348,2025-08-29T22:47:50,2025-08-29,353,5,web,credit_card,SAVE-7TFW,13.61,AUD
7349,2025-08-29T21:55:44,2025-08-29,195,25,pos,credit_card,,0.00,AUD
7350,2025-08-29T12:18:06,2025-08-29,217,28,pos,credit_card,,16.27,AUD
7351,2025-08-29T15:24:14,2025-08-29,245,22,pos,bank_transfer,,12.76,AUD
7352,2025-08-29T11:54:01,2025-08-29,575,48,web,bank_transfer,,0.00,AUD
7353,2025-08-29T11:39:27,2025-08-29,153,40,web,cash,,25.14,AUD
7354,2025-08-29T02:09:22,2025-08-29,755,8,pos,paypal,SAVE-VZ2O,11.86,AUD
7355,2025-08-29T18:54:56,2025-08-29,706,41,web,gift_card,,13.23,AUD
7356,2025-08-29T21:08:22,2025-08-29,571,37,pos,bank_transfer,,5.87,AUD
7357,2025-08-29T04:58:32,2025-08-29,611,34,pos,bank_transfer,SAVE-FQND,14.78,AUD
7358,2025-08-29T18:13:43,2025-08-29,636,24,web,paypal,,23.11,AUD
7359,2025-08-29T21:12:11,2025-08-29,319,38,web,credit_card,,11.34,AUD
7360,2025-08-29T22:30:27,2025-08-29,477,33,web,paypal,,10.50,AUD
7361,2025-08-29T20:23:46,2025-08-29,529,13,web,paypal,,0.00,AUD
7362,2025-08-29T21:53:04,2025-08-29,118,30,web,paypal,,33.65,AUD
7363,2025-08-29T17:56:44,2025-08-29,597,23,pos,gift_card,,8.48,AUD
7364,2025-08-29T09:12:59,2025-08-29,490,23,web,credit_card,,12.31,AUD
7365,2025-08-29T02:49:26,2025-08-29,506,8,web,paypal,,12.43,AUD
7366,2025-08-29T08:07:56,2025-08-29,430,31,web,credit_card,,26.63,AUD
7367,2025-08-29T23:07:05,2025-08-29,360,3,pos,credit_card,,20.34,AUD
7368,2025-08-29T06:37:53,2025-08-29,766,26,pos,paypal,,0.00,AUD
7369,2025-08-29T10:08:15,2025-08-29,68,37,pos,credit_card,,21.85,AUD
7370,2025-08-29T02:59:28,2025-08-29,248,8,web,credit_card,,5.53,AUD
7371,2025-08-29T22:14:43,2025-08-29,711,21,web,credit_card,,7.09,AUD
7372,2025-08-29T10:25:00,2025-08-29,600,25,web,gift_card,,20.48,AUD
7373,2025-08-29T06:55:46,2025-08-29,493,2,web,paypal,,27.96,AUD
7374,2025-08-29T07:57:26,2025-08-29,412,26,web,gift_card,SAVE-ARIQ,0.00,AUD
7375,2025-08-29T21:27:11,2025-08-29,738,22,pos,credit_card,,22.30,AUD
7376,2025-08-29T18:03:52,2025-08-29,725,4,web,paypal,,6.16,AUD
7377,2025-08-29T07:27:46,2025-08-29,175,28,web,paypal,SAVE-DDH2,0.00,AUD
7378,2025-08-29T15:19:24,2025-08-29,686,21,pos,credit_card,,8.14,AUD
7379,2025-08-29T05:23:55,2025-08-29,542,34,pos,credit_card,SAVE-ZRFM,23.82,AUD
7380,2025-08-29T09:45:25,2025-08-29,783,48,web,cash,,5.37,AUD
7381,2025-08-29T18:48:15,2025-08-29,708,28,web,paypal,SAVE-YP8C,18.01,AUD
7382,2025-08-29T11:38:09,2025-08-29,101,10,pos,credit_card,,45.62,AUD
7383,2025-08-29T10:32:15,2025-08-29,309,27,web,credit_card,,12.97,AUD
7384,2025-08-29T10:15:34,2025-08-29,350,28,pos,paypal,,14.32,AUD
7385,2025-08-29T01:53:22,2025-08-29,160,27,web,paypal,,0.00,AUD
7386,2025-08-29T03:48:54,2025-08-29,278,49,web,bank_transfer,,22.59,AUD
7387,2025-08-29T00:26:59,2025-08-29,41,10,web,paypal,,10.72,AUD
7388,2025-08-29T20:39:03,2025-08-29,247,9,pos,credit_card,SAVE-MXYF,16.45,AUD
7389,2025-08-29T10:03:40,2025-08-29,732,50,web,gift_card,SAVE-U29R,15.80,AUD
7390,2025-08-29T18:06:15,2025-08-29,790,24,pos,credit_card,,8.56,AUD
7391,2025-08-29T14:25:24,2025-08-29,307,50,web,gift_card,,6.22,AUD
7392,2025-08-29T13:08:37,2025-08-29,607,34,web,credit_card,,21.82,AUD
7393,2025-08-29T19:36:27,2025-08-29,224,15,web,credit_card,SAVE-AA10,14.14,AUD
7394,2025-08-29T12:00:31,2025-08-29,363,2,web,paypal,SAVE-LURG,0.00,AUD
7395,2025-08-29T02:08:32,2025-08-29,22,49,web,credit_card,,0.00,AUD
7396,2025-08-29T16:53:14,2025-08-29,115,7,web,credit_card,,7.24,AUD
7397,2025-08-29T14:54:23,2025-08-29,242,22,web,bank_transfer,,19.44,AUD
7398,2025-08-29T11:53:55,2025-08-29,249,33,pos,cash,,20.24,AUD
7399,2025-08-29T18:45:21,2025-08-29,479,26,pos,gift_card,,5.36,AUD
7400,2025-08-29T23:40:26,2025-08-29,727,13,pos,gift_card,,8.12,AUD
7401,2025-08-29T15:40:25,2025-08-29,415,50,pos,credit_card,,17.93,AUD
7402,2025-08-29T20:40:30,2025-08-29,748,8,web,paypal,,14.52,AUD
7403,2025-08-29T18:38:33,2025-08-29,247,44,web,credit_card,,12.33,AUD
7404,2025-08-29T11:36:46,2025-08-29,44,21,pos,credit_card,,0.00,AUD
7405,2025-08-29T12:10:36,2025-08-29,94,47,pos,credit_card,,0.00,AUD
7406,2025-08-29T05:24:28,2025-08-29,284,49,web,bank_transfer,,13.02,AUD
7407,2025-08-29T09:41:47,2025-08-29,139,26,web,bank_transfer,,0.00,AUD
7408,2025-08-29T01:53:00,2025-08-29,156,17,web,credit_card,,0.00,AUD
7409,2025-08-29T20:23:51,2025-08-29,417,28,web,bank_transfer,,0.00,AUD
7410,2025-08-29T19:55:57,2025-08-29,698,43,web,credit_card,,11.30,AUD
7411,2025-08-29T07:47:38,2025-08-29,39,40,web,paypal,,13.13,AUD
7412,2025-08-29T12:43:44,2025-08-29,79,2,web,credit_card,,0.00,AUD
7413,2025-08-29T01:34:45,2025-08-29,181,5,pos,credit_card,,6.30,AUD
7414,2025-08-29T04:47:05,2025-08-29,545,26,web,gift_card,,5.22,AUD
7415,2025-08-29T19:47:03,2025-08-29,313,49,web,credit_card,,9.43,AUD
7416,2025-08-29T20:40:34,2025-08-29,449,49,pos,bank_transfer,SAVE-UIA1,0.00,AUD
7417,2025-08-29T15:29:06,2025-08-29,60,23,web,paypal,,8.49,AUD
7418,2025-08-29T07:32:33,2025-08-29,200,42,pos,credit_card,SAVE-A4VT,17.49,AUD
7419,2025-08-29T22:32:01,2025-08-29,398,17,pos,credit_card,SAVE-KHXA,0.00,AUD
7420,2025-08-29T13:27:58,2025-08-29,758,14,web,credit_card,,9.38,AUD
7421,2025-08-29T04:16:57,2025-08-29,202,10,web,paypal,,49.10,AUD
7422,2025-08-29T00:23:09,2025-08-29,771,31,web,credit_card,,19.67,AUD
7423,2025-08-29T03:20:32,2025-08-29,617,2,web,credit_card,,0.00,AUD
7424,2025-08-29T10:00:16,2025-08-29,425,26,pos,credit_card,,17.81,AUD
7425,2025-08-29T06:03:03,2025-08-29,27,42,pos,credit_card,SAVE-USDS,6.04,AUD
7426,2025-08-29T04:16:12,2025-08-29,370,1,pos,credit_card,,25.81,AUD
7427,2025-08-29T03:24:04,2025-08-29,729,32,web,paypal,SAVE-PCKR,5.19,AUD
7428,2025-08-29T14:48:45,2025-08-29,124,46,web,credit_card,SAVE-3NA9,29.88,AUD
7429,2025-08-29T08:42:52,2025-08-29,708,35,web,credit_card,,8.97,AUD
7430,2025-08-29T07:13:37,2025-08-29,348,5,web,credit_card,SAVE-0DZD,0.00,AUD
7431,2025-08-29T14:38:00,2025-08-29,610,32,pos,cash,,11.29,AUD
7432,2025-08-29T09:19:10,2025-08-29,464,6,pos,credit_card,,5.62,AUD
7433,2025-08-29T01:40:21,2025-08-29,642,24,web,credit_card,,15.51,AUD
7434,2025-08-29T01:17:01,2025-08-29,693,24,pos,paypal,,7.34,AUD
7435,2025-08-29T16:37:23,2025-08-29,769,24,pos,credit_card,,5.77,AUD
7436,2025-08-29T23:28:10,2025-08-29,62,38,pos,cash,,48.97,AUD
7437,2025-08-29T22:47:05,2025-08-29,670,10,pos,credit_card,SAVE-I9IA,6.22,AUD
7438,2025-08-29T14:23:47,2025-08-29,782,27,web,bank_transfer,,0.00,AUD
7439,2025-08-29T23:46:28,2025-08-29,518,14,web,gift_card,,5.71,AUD
7440,2025-08-29T03:18:47,2025-08-29,356,22,pos,credit_card,,12.84,AUD
7441,2025-08-29T11:01:48,2025-08-29,212,46,pos,credit_card,,13.75,AUD
7442,2025-08-29T21:37:35,2025-08-29,741,34,web,credit_card,,0.00,AUD
7443,2025-08-29T14:12:17,2025-08-29,392,46,pos,paypal,,25.13,AUD
7444,2025-08-29T04:57:39,2025-08-29,228,7,pos,paypal,,20.74,AUD
7445,2025-08-29T20:50:45,2025-08-29,470,10,web,credit_card,SAVE-PM84,23.31,AUD
7446,2025-08-29T23:31:44,2025-08-29,407,2,pos,credit_card,SAVE-B7SQ,14.47,AUD
7447,2025-08-29T19:53:08,2025-08-29,152,29,web,credit_card,,13.14,AUD
7448,2025-08-29T11:33:26,2025-08-29,129,29,pos,credit_card,,6.72,AUD
7449,2025-08-29T19:29:20,2025-08-29,744,47,web,credit_card,,13.13,AUD
7450,2025-08-29T00:27:45,2025-08-29,660,26,web,bank_transfer,,0.00,AUD
7451,2025-08-29T11:44:44,2025-08-29,412,31,web,credit_card,,12.36,AUD
7452,2025-08-29T17:50:48,2025-08-29,767,314,web,bank_transfer,,18.22,AUD
7453,2025-08-29T05:28:18,2025-08-29,713,18,pos,cash,SAVE-PU9O,13.78,AUD
7454,2025-08-29T21:01:40,2025-08-29,690,8,pos,paypal,,44.39,AUD
7455,2025-08-29T20:39:51,2025-08-29,484,29,pos,cash,SAVE-1EP2,23.74,AUD
7456,2025-08-29T17:09:01,2025-08-29,730,8,web,bank_transfer,,0.00,AUD
7457,2025-08-29T23:14:52,2025-08-29,457,13,pos,credit_card,,24.09,AUD
7458,2025-08-29T23:46:22,2025-08-29,201,15,web,credit_card,,10.74,AUD
7459,2025-08-29T20:28:20,2025-08-29,686,7,pos,paypal,,5.53,AUD
7460,2025-08-29T12:48:11,2025-08-29,633,3,web,bank_transfer,,7.13,AUD
7461,2025-08-29T04:28:38,2025-08-29,47,36,pos,credit_card,,12.20,AUD
7462,2025-08-29T19:55:10,2025-08-29,280,8,web,credit_card,,0.00,AUD
7463,2025-08-29T06:02:03,2025-08-29,453,5,web,paypal,,6.64,AUD
7464,2025-08-29T06:41:17,2025-08-29,338,13,web,cash,,0.00,AUD
7465,2025-08-29T16:18:20,2025-08-29,157,39,web,cash,,9.74,AUD
7466,2025-08-29T16:48:28,2025-08-29,46,43,web,credit_card,SAVE-JPM6,13.29,AUD
7467,2025-08-29T08:08:38,2025-08-29,443,46,pos,credit_card,,14.29,AUD
7468,2025-08-29T12:12:24,2025-08-29,97,18,web,credit_card,,9.23,AUD
7469,2025-08-29T18:17:47,2025-08-29,77,9,pos,credit_card,,17.39,AUD
7470,2025-08-29T19:33:36,2025-08-29,778,11,pos,credit_card,,11.18,AUD
7471,2025-08-29T04:32:23,2025-08-29,462,7,web,paypal,,11.71,AUD
7472,2025-08-29T16:23:13,2025-08-29,335,3,web,gift_card,,25.54,AUD
7473,2025-08-29T17:07:14,2025-08-29,541,43,web,cash,,15.64,AUD
7474,2025-08-29T14:21:36,2025-08-29,681,17,web,credit_card,,5.41,AUD
7475,2025-08-29T11:14:18,2025-08-29,329,7,pos,paypal,SAVE-381F,6.96,AUD
7476,2025-08-29T02:40:03,2025-08-29,761,12,pos,bank_transfer,,22.68,AUD
7477,2025-08-29T04:22:59,2025-08-29,454,24,pos,paypal,,8.46,AUD
7478,2025-08-29T21:30:46,2025-08-29,137,5,web,paypal,,11.43,AUD
7479,2025-08-29T12:32:35,2025-08-29,444,4,pos,credit_card,,5.03,AUD
7480,2025-08-29T15:26:33,2025-08-29,487,36,pos,credit_card,SAVE-5SCT,11.47,AUD
7481,2025-08-29T18:44:14,2025-08-29,260,43,web,bank_transfer,SAVE-TCD6,0.00,AUD
7482,2025-08-29T12:16:01,2025-08-29,763,15,web,credit_card,,16.01,AUD
