order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
9325,1,9,5,2.7443,27.4378,5.5338
9325,2,28,2,536.8460,24.8555,8.8943
9325,3,199,1,40.4180,22.4415,8.1989
9325,4,88,2,246.7929,1.8856,10.4485
9325,5,32,3,7.1431,25.4770,10.6870
9326,1,242,4,313.9321,2.1551,14.6483
9326,2,216,2,473.3539,40.4365,9.9345
9327,1,148,5,540.1242,21.8440,7.1992
9327,2,87,5,261.3868,18.1681,6.0304
9327,3,118,3,438.7083,25.7631,6.6223
9327,4,17,5,425.8020,46.8006,6.7162
9327,5,85,5,91.1768,6.6547,11.0009
9328,1,169,2,560.0807,17.1724,5.0042
9328,2,95,4,812.8221,43.9045,7.2994
9329,1,53,5,946.4889,11.6627,7.4994
9329,2,77,1,367.5277,49.2635,14.9557
9329,3,41,2,801.1713,4.8225,13.8002
9330,1,228,3,428.9543,14.8643,6.4083
9330,2,126,4,259.3088,55.3933,8.6710
9330,3,224,1,191.5369,17.7641,14.2222
9331,1,211,1,284.7231,28.4240,9.9887
9331,2,74,1,564.2571,88.4473,13.2949
9331,3,225,2,245.0801,7.5257,6.7538
9331,4,129,1,628.4275,7.7518,11.3114
9332,1,210,3,715.5210,36.5943,13.2043
9332,2,7,5,369.9101,3.1428,9.6572
9332,3,13,1,132.2109,11.7410,7.9646
9332,4,140,4,472.5937,2.5044,13.1205
9333,1,103,2,397.4967,15.6863,9.2762
9334,1,167,1,344.9865,47.3603,14.8469
9334,2,103,3,71.8432,35.1253,9.2439
9334,3,103,2,778.8290,17.4923,9.2591
9334,4,135,5,898.9383,1.6767,5.3004
9335,1,248,3,393.3625,10.3400,6.1158
9335,2,201,5,446.2184,14.2162,9.8790
9335,3,114,5,46.3433,36.9125,9.1116
9336,1,117,5,466.8653,18.7321,5.0788
9336,2,72,3,509.1752,25.6931,6.4588
9336,3,176,4,222.3531,26.3074,11.1585
9336,4,51,1,747.9803,20.7170,14.3146
9336,5,58,4,410.4398,4.9388,6.2340
9337,1,44,2,181.7850,40.8886,5.5892
9338,1,161,2,927.2185,12.6259,13.9384
9339,1,173,5,862.9167,3.2399,6.1487
9340,1,94,3,902.5597,30.8863,6.4897
9340,2,222,1,967.3564,35.2256,10.5104
9340,3,42,3,208.6451,96.4543,12.2371
9340,4,96,2,133.0567,85.3506,13.1182
9341,1,171,2,364.5368,1.1543,6.1296
9341,2,83,4,505.0029,18.4149,14.4356
9341,3,230,4,42.5026,12.7751,7.4969
9341,4,96,5,212.4172,2.3949,12.5239
9342,1,223,4,795.7301,12.5981,14.6000
9342,2,221,5,471.9622,16.5831,13.2484
9343,1,68,5,524.4086,24.3887,14.0157
9344,1,163,5,859.4862,42.0104,14.5000
9344,2,130,2,165.5290,13.0088,7.6549
9345,1,78,2,371.8072,47.9061,14.7868
9346,1,56,1,624.3136,59.1334,5.2933
9346,2,6,4,711.9173,8.1200,8.2371
9346,3,131,3,289.5538,48.7627,9.4458
9347,1,188,4,534.8866,5.7813,10.6502
9347,2,240,2,515.2388,42.2215,13.6121
9347,3,241,4,902.8460,14.6125,10.1626
9348,1,64,4,864.2742,38.9275,12.2534
9348,2,235,2,387.9471,45.5505,11.1341
9349,1,172,4,293.0329,41.4310,10.1465
