order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
6661,1,91,2,953.6106,59.6947,5.2931
6662,1,69,1,556.5180,16.8217,5.8880
6662,2,196,1,435.8493,44.7783,12.8592
6662,3,96,2,271.5879,8.5295,13.9107
6662,4,249,5,200.1615,9.5647,7.7543
6663,1,2,4,229.2065,2.6353,10.0843
6663,2,175,1,230.6378,41.4678,5.5414
6663,3,120,1,304.8235,22.1761,9.8667
6663,4,154,3,787.8065,2.8041,9.3465
6663,5,189,2,173.8407,32.0503,7.2847
6664,1,201,3,487.5942,13.5094,11.1781
6664,2,149,5,177.2840,13.1031,5.4229
6665,1,84,1,170.6106,20.8234,11.9946
6665,2,140,3,709.1933,68.7521,13.1066
6666,1,83,2,182.4607,12.1525,5.9059
6666,2,169,5,305.3271,41.7012,9.7352
6666,3,243,3,459.6803,10.2007,7.2581
6666,4,157,5,60.3454,23.4562,12.9951
6667,1,132,4,777.1427,40.6393,9.5971
6667,2,210,3,108.9531,44.3587,10.9169
6667,3,1,2,469.5578,44.2800,9.1610
6667,4,185,5,550.4872,33.1219,14.5905
6667,5,66,4,14.7731,0.2554,8.1174
6668,1,206,1,257.4176,25.7077,11.1686
6668,2,34,1,351.7558,5.1681,5.1634
6668,3,143,2,405.2451,21.1398,9.0246
6668,4,249,1,76.3489,33.7857,5.9487
6669,1,224,4,270.6716,32.5182,7.1165
6669,2,194,5,136.2151,85.8547,6.6488
6669,3,142,4,533.0799,22.1123,5.9775
6669,4,227,3,964.0811,8.5528,12.1931
6669,5,203,4,555.7205,43.7662,11.9569
6670,1,233,1,633.1369,98.7625,5.5374
6670,2,154,4,380.1571,42.1594,7.4089
6670,3,101,1,744.1944,1.8944,8.4280
6670,4,172,5,199.2581,24.5030,12.0536
6670,5,88,5,316.2002,33.7479,12.7085
6671,1,55,5,719.8247,27.3974,5.7843
6671,2,8,5,505.0782,32.8022,11.7338
6672,1,79,4,313.5201,22.6728,11.6403
6672,2,42,2,138.5715,67.7995,9.7004
