sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-08-24T16:37:54,12,SHELF-29,28.94,23.47,3987
2025-08-17T06:21:39,12,SHELF-1,40.99,20.61,3470
2025-08-27T13:51:22,12,SHELF-70,35.98,0.25,3258
2025-08-05T16:54:14,12,SHELF-11,-8.67,19.73,3669
2025-08-18T13:13:11,12,SHELF-5,16.42,13.79,3047
2025-08-27T07:49:42,12,SHELF-68,-6.44,42.35,3275
2025-08-29T16:19:57,12,SHELF-60,-3.34,33.62,4030
2025-08-22T09:40:33,12,SHELF-87,26.65,42.94,3122
2025-08-26T20:17:37,12,SHELF-93,48.15,61.42,3500
2025-08-24T16:25:54,12,SHELF-34,-3.91,47.37,3552
2025-08-21T01:49:15,12,SHELF-83,28.54,87.45,3198
2025-08-26T17:36:30,12,SHELF-96,10.73,31.01,4115
2025-08-30T09:14:06,12,SHELF-38,-9.75,15.72,3529
2025-08-20T23:17:49,12,SHELF-56,26.45,63.67,3417
2025-08-10T20:49:08,12,SHELF-82,2.72,3.95,3032
2025-08-27T05:00:05,12,SHELF-88,33.63,55.92,3417
2025-08-07T20:33:14,12,SHELF-19,47.81,64.19,3738
2025-08-21T17:44:55,12,SHELF-85,44.41,74.10,3490
2025-08-08T03:57:40,12,SHELF-58,17.92,25.05,4048
2025-08-29T00:24:34,12,SHELF-36,8.68,87.08,3391
2025-08-20T22:32:35,12,SHELF-59,-1.31,83.29,3985
2025-08-22T07:53:31,12,SHELF-4,5.17,59.47,3976
2025-08-17T09:54:45,12,SHELF-30,5.51,97.46,3602
2025-08-26T03:34:26,12,SHELF-83,14.68,76.89,3160
2025-08-24T02:05:01,12,SHELF-85,42.80,6.90,4115
2025-08-30T11:03:15,12,SHELF-46,15.88,27.67,4179
2025-08-09T09:13:38,12,SHELF-88,49.63,72.73,3438
2025-08-16T23:57:40,12,SHELF-91,30.79,38.90,3065
2025-08-19T21:35:46,12,SHELF-33,7.64,0.34,3681
2025-08-17T00:35:53,12,SHELF-47,16.21,22.63,4103
2025-08-12T23:18:01,12,SHELF-96,-2.46,67.76,4074
2025-08-08T06:34:45,12,SHELF-55,15.85,27.71,3367
2025-08-22T09:23:32,12,SHELF-73,7.60,58.95,3180
