order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
667,1,212,3,221.0512,38.4821,11.7662
668,1,61,1,160.1650,58.6341,10.5923
668,2,117,3,211.1464,42.7623,11.7344
668,3,145,5,46.0876,32.4324,12.5684
668,4,244,5,398.7011,32.6378,11.3765
668,5,218,2,50.7967,7.8513,6.8759
669,1,53,5,63.6903,45.1113,5.1788
669,2,238,2,562.6589,7.9395,10.3118
670,1,54,5,297.2621,43.2882,12.3401
670,2,192,4,583.0214,19.2013,11.4069
670,3,120,1,701.5746,15.8174,10.4535
670,4,169,5,578.0864,45.1832,11.4520
670,5,74,5,110.8140,31.8493,13.7034
671,1,2,5,557.7187,7.9848,10.0989
671,2,49,2,612.0830,20.9289,14.1913
671,3,132,2,799.1382,21.8775,7.3403
671,4,145,1,132.4434,86.0555,12.8529
671,5,191,1,754.2070,32.4512,14.7182
672,1,204,1,517.8219,12.1005,11.5801
672,2,185,3,643.9003,24.3537,7.4772
672,3,74,5,38.4480,75.3573,10.0731
672,4,111,5,999.8270,35.9128,8.6944
673,1,134,4,566.3534,36.4098,10.4346
673,2,88,1,259.2349,42.7994,13.4761
674,1,14,1,663.9542,2.0127,14.9995
674,2,89,3,352.9376,23.3270,6.1474
674,3,92,3,271.3351,27.0070,5.5672
675,1,246,2,531.0675,12.3021,10.0742
676,1,148,3,283.3620,8.2484,9.0667
677,1,111,5,108.5358,8.9975,8.9385
678,1,221,2,888.5460,43.5483,7.8858
678,2,12,2,172.7165,71.6398,13.1823
678,3,2,4,914.3661,12.6683,6.5531
678,4,99,1,398.0545,43.5151,11.3036
679,1,132,4,716.8473,5.1201,11.4881
679,2,26,3,754.8070,5.5849,13.5718
679,3,99,4,320.5758,32.3905,5.3554
679,4,218,1,883.9809,24.7442,8.2783
679,5,185,1,41.4355,9.3814,11.2260
680,1,47,1,139.7683,18.0185,12.8993
680,2,239,5,286.6497,71.5436,9.6535
680,3,125,2,762.0554,46.0523,10.5338
680,4,189,5,734.8297,68.0878,13.0737
680,5,4,3,577.8708,93.3365,11.2151
681,1,110,5,970.8066,37.3070,6.0472
681,2,140,4,404.8617,31.6511,11.7413
681,3,246,1,306.8745,16.3836,5.0645
681,4,60,3,735.4562,9.2564,12.5204
682,1,89,2,667.8999,45.7604,14.4263
682,2,21,4,160.3455,31.2079,11.1537
682,3,89,4,91.2369,35.0392,9.9373
682,4,25,5,489.5882,25.6732,7.5673
683,1,214,1,965.7987,21.5896,9.6209
683,2,40,1,192.2426,6.1126,14.9565
683,3,189,3,224.2525,27.0451,13.6371
683,4,64,4,504.9206,14.6096,9.0050
684,1,7,3,858.4536,47.3529,6.8130
684,2,206,5,746.1267,23.5283,8.9963
684,3,204,3,69.5713,22.0028,9.1634
684,4,7,3,962.8916,19.9307,9.1158
684,5,87,5,751.2616,30.4664,10.6987
685,1,175,5,261.7981,26.5813,12.6434
685,2,227,1,646.7676,19.4064,10.9599
685,3,172,4,889.3470,15.5686,6.6107
686,1,44,2,376.1275,1.9625,6.0882
686,2,72,3,780.0090,33.8706,8.5243
686,3,130,5,612.0913,44.3771,6.9554
686,4,137,4,65.5759,26.0579,5.2002
686,5,162,2,240.2356,47.3097,13.1775
687,1,190,2,59.5641,20.5159,9.8953
687,2,195,1,633.8261,17.5341,11.9361
687,3,40,2,484.6149,4.1920,7.9026
688,1,46,1,295.6649,46.9154,10.1103
688,2,89,4,948.6135,11.4586,6.4966
688,3,205,5,962.7662,21.8690,6.0809
688,4,21,1,367.6041,21.8755,13.6475
688,5,216,3,215.6055,9.6031,13.9139
689,1,163,5,721.1962,21.2952,9.2239
689,2,211,4,39.7004,26.9991,7.7742
689,3,38,3,301.6176,31.0782,9.5768
689,4,136,3,276.3672,27.1186,8.3599
690,1,209,2,140.1499,11.9309,9.8622
690,2,162,2,277.0449,45.7116,14.2560
690,3,167,2,917.4391,15.9308,11.4184
690,4,27,5,991.1343,52.8550,14.5012
691,1,2,1,481.5028,24.0477,11.7331
691,2,118,4,866.0926,17.2678,7.1830
692,1,189,2,662.7885,27.7598,6.9531
692,2,189,5,440.5740,41.0023,9.6788
692,3,107,2,710.8876,36.3630,11.4435
692,4,54,4,527.2865,5.5190,10.1602
693,1,92,3,841.8309,46.4417,6.5208
693,2,18,5,344.0469,28.5052,14.1162
693,3,157,1,503.5781,43.0225,6.8597
693,4,207,2,382.4522,32.3311,5.1107
694,1,229,3,541.6807,33.4319,7.6357
694,2,215,2,211.4512,32.0909,7.3986
694,3,52,1,318.6291,6.2275,6.3015
695,1,76,3,83.1600,41.0789,5.4165
695,2,4,4,264.1854,15.5633,7.5074
696,1,132,3,260.4790,39.0858,11.5736
696,2,125,4,177.1686,7.5449,14.2713
696,3,174,4,602.8823,15.8383,7.5133
696,4,215,2,345.5313,38.6467,11.3938
696,5,178,1,673.0868,11.4176,12.9391
697,1,196,4,719.7729,9.9866,9.0182
698,1,201,5,798.1749,43.4436,7.6738
698,2,161,4,250.8191,29.4047,11.9907
698,3,28,5,473.9691,8.2699,13.6313
698,4,81,1,73.7069,46.0272,11.5875
699,1,154,2,599.4420,27.3990,7.8648
699,2,70,5,250.5188,13.5078,11.2792
699,3,44,1,367.2862,39.1647,12.6116
699,4,57,3,999.2026,44.5113,10.4917
699,5,190,4,358.0791,8.6571,14.4581
700,1,65,4,861.3377,33.7229,6.3424
700,2,93,3,972.8671,48.9029,10.4908
701,1,212,2,882.0372,12.8125,5.0988
701,2,126,5,252.0442,26.4154,6.5210
702,1,81,5,508.9359,22.6596,13.1888
702,2,12,5,146.9946,29.7967,7.0703
702,3,232,5,612.1547,24.3200,8.6314
703,1,40,4,399.5168,15.5101,5.0850
704,1,34,5,317.7458,24.8416,13.3069
704,2,45,3,138.4955,44.1021,10.4773
704,3,151,4,174.0047,0.8656,11.0597
704,4,131,5,415.5419,5.2573,8.7507
705,1,125,2,214.2893,41.9646,14.8194
706,1,114,5,888.5422,22.9707,7.5239
706,2,80,3,370.5536,95.5740,11.0841
706,3,156,3,519.1749,29.0891,8.1368
706,4,23,1,692.8103,29.3757,8.9435
707,1,122,3,325.6405,14.2174,7.8868
707,2,231,5,766.5352,14.6357,13.0847
707,3,60,1,682.3889,8.3021,11.9065
707,4,95,4,95.8658,37.8035,8.9789
708,1,179,5,751.2586,66.6940,14.6618
709,1,225,1,727.6222,33.0173,7.7720
710,1,123,4,256.3712,11.2568,8.6718
710,2,61,2,41.1474,29.9645,12.8185
710,3,92,2,464.8959,11.8937,7.5612
711,1,32,4,302.5010,87.3457,11.9386
711,2,130,5,784.6905,14.2126,13.6222
712,1,498,2,305.2167,18.0043,10.7598
713,1,183,1,440.8826,80.9798,8.1122
713,2,38,3,351.0715,6.1633,13.9195
713,3,32,4,382.3780,92.0614,9.6338
713,4,209,5,486.8528,89.7559,5.4429
714,1,171,5,677.9124,36.9073,14.7851
714,2,112,3,511.7803,20.0592,7.1064
714,3,138,2,471.5833,10.2448,11.6714
715,1,248,4,719.8000,49.5482,12.8863
715,2,179,1,989.3265,47.6351,7.6185
715,3,167,4,287.3617,97.8781,7.5049
715,4,118,2,714.8511,4.8910,13.1325
715,5,147,3,456.4231,21.3333,7.4651
716,1,9,5,136.0876,33.9933,8.8192
716,2,70,5,320.2246,7.6937,7.6684
716,3,181,3,665.1044,99.2689,8.9601
717,1,172,4,841.3659,25.8440,14.0981
717,2,33,5,594.1711,27.1817,5.7167
717,3,161,2,726.7673,20.4891,12.7901
718,1,212,4,316.5452,9.1346,9.8129
718,2,88,1,672.0009,47.6624,7.0777
718,3,149,1,117.4688,32.3867,8.1437
718,4,69,3,229.2253,31.9969,6.6338
719,1,51,3,74.7818,9.4162,12.7617
719,2,33,3,124.1963,20.1569,11.3360
719,3,13,3,545.8297,15.7456,9.0998
719,4,245,4,670.6056,34.8989,7.6119
719,5,29,5,779.2848,25.2248,13.1598
720,1,28,5,462.0883,20.8887,9.6467
721,1,2,3,894.6520,36.6021,10.1557
721,2,101,3,655.1124,27.3920,6.3653
721,3,149,3,325.0091,10.4665,13.4491
721,4,76,5,811.2719,47.9654,12.0804
722,1,154,4,403.9355,40.4103,14.8138
723,1,475,2,524.5328,15.1600,7.1394
723,2,241,2,674.3158,45.7720,7.8094
723,3,102,4,295.6003,27.4646,12.0769
723,4,160,1,517.6695,50.9098,5.0085
724,1,149,5,864.4936,41.6864,14.0272
725,1,227,1,25.7726,48.8181,12.9516
725,2,136,2,733.4179,25.4997,10.7979
725,3,19,4,687.7317,49.3464,13.0364
725,4,179,5,382.7645,13.4672,6.1218
725,5,131,5,811.9428,8.2598,8.7981
726,1,181,1,857.2683,39.9878,10.7957
726,2,132,4,1.2117,14.8260,9.3126
726,3,103,4,535.5701,14.4649,9.8654
727,1,214,1,582.5278,15.1333,8.0878
727,2,234,5,701.1857,14.4630,6.5126
