order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
4663,2025-08-25T12:03:44,2025-08-25,463,29,web,credit_card,,29.55,AUD
4664,2025-08-25T07:41:22,2025-08-25,106,34,web,credit_card,,38.06,AUD
4665,2025-08-25T15:10:40,2025-08-25,60,43,web,paypal,,8.43,AUD
4666,2025-08-25T00:58:13,2025-08-25,53,9,web,bank_transfer,,15.21,AUD
4667,2025-08-25T08:55:00,2025-08-25,29,14,web,credit_card,,23.85,AUD
4668,2025-08-25T13:04:58,2025-08-25,647,7,web,paypal,,39.59,AUD
4669,2025-08-25T20:30:26,2025-08-25,635,47,pos,bank_transfer,,0.00,AUD
4670,2025-08-25T05:11:56,2025-08-25,606,24,web,bank_transfer,,0.00,AUD
4671,2025-08-25T07:15:39,2025-08-25,578,25,web,credit_card,,0.00,AUD
4672,2025-08-25T19:26:18,2025-08-25,239,28,pos,credit_card,,0.00,AUD
4673,2025-08-25T03:47:07,2025-08-25,164,49,pos,paypal,,25.73,AUD
4674,2025-08-25T23:04:21,2025-08-25,360,20,pos,paypal,,0.00,AUD
4675,2025-08-25T15:35:57,2025-08-25,161,45,pos,cash,,12.13,AUD
4676,2025-08-25T08:11:04,2025-08-25,143,28,pos,paypal,,14.49,AUD
4677,2025-08-25T05:06:49,2025-08-25,110,23,web,credit_card,,5.73,AUD
4678,2025-08-25T00:59:19,2025-08-25,351,22,pos,paypal,,5.04,AUD
4679,2025-08-25T12:49:15,2025-08-25,408,42,web,credit_card,,0.00,AUD
4680,2025-08-25T07:35:21,2025-08-25,267,47,pos,credit_card,,8.00,AUD
4681,2025-08-25T12:36:13,2025-08-25,546,2,pos,gift_card,,0.00,AUD
4682,2025-08-25T01:24:33,2025-08-25,595,44,web,credit_card,,0.00,AUD
4683,2025-08-25T11:38:03,2025-08-25,648,19,pos,cash,,27.91,AUD
4684,2025-08-25T07:20:13,2025-08-25,505,20,pos,credit_card,SAVE-IFWI,35.81,AUD
4685,2025-08-25T23:24:06,2025-08-25,225,24,pos,credit_card,,0.00,AUD
4686,2025-08-25T22:58:07,2025-08-25,709,21,pos,bank_transfer,,23.72,AUD
4687,2025-08-25T17:14:42,2025-08-25,86,8,web,credit_card,,14.17,AUD
4688,2025-08-25T08:42:46,2025-08-25,286,15,web,credit_card,,19.27,AUD
4689,2025-08-25T18:18:22,2025-08-25,748,23,pos,credit_card,,0.00,AUD
4690,2025-08-25T03:06:28,2025-08-25,707,17,web,credit_card,,13.10,AUD
4691,2025-08-25T19:44:35,2025-08-25,603,36,pos,paypal,,0.00,AUD
4692,2025-08-25T13:36:27,2025-08-25,553,9,web,cash,,15.08,AUD
4693,2025-08-25T10:13:15,2025-08-25,34,49,pos,cash,,0.00,AUD
4694,2025-08-25T13:19:39,2025-08-25,750,2,web,cash,,14.08,AUD
4695,2025-08-25T08:39:14,2025-08-25,752,36,web,credit_card,,25.29,AUD
4696,2025-08-25T13:10:14,2025-08-25,374,11,web,credit_card,,0.00,AUD
4697,2025-08-25T16:32:56,2025-08-25,713,14,web,paypal,,17.68,AUD
4698,2025-08-25T12:12:38,2025-08-25,322,7,web,gift_card,,11.79,AUD
4699,2025-08-25T20:54:53,2025-08-25,765,12,web,paypal,,9.51,AUD
